Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-01-03,Hiu Lai Court・Hiu Ching House (Block C)・27/F・Flat 16,$4.58M,S,642ft²,"@$7,134",Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-02-20,Laguna City・Phase 1・Block 4・Upper Floor・Flat B,"$18,000",L,517ft²,@$35,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-18,Laguna City・Phase 1・Block 13・Middle Floor・Flat H,"$23,988",L,748ft²,@$32,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-18,Laguna City・Phase 2・Block 31・Lower Floor・Flat F,"$17,500",L,517ft²,@$34,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-18,Laguna City・Phase 1・Block 17・3/F・Flat E,$6.95M,S,687ft²,"@$10,116",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-17,Sceneway Garden・Block 4・Upper Floor・Flat B,"$19,300",L,537ft²,@$36,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-15,Sceneway Garden・Block 6・Middle Floor・Flat H,"$21,000",L,614ft²,@$34,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-15,Laguna City・Phase 4・Block 22・Middle Floor・Flat D,"$22,000",L,687ft²,@$32,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-13,Laguna City・Phase 2・Block 28・Lower Floor・Flat D,"$22,800",L,687ft²,@$33,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-13,Koko Hills・Phase 1・Tower 2・1/F・Flat E,$15.19M,S,695ft²,"@$21,856",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-12,Sceneway Garden・Block 2・14/F・Flat B,$5.85M,S,537ft²,"@$10,894",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-12,Laguna City・Phase 2・Block 29・14/F・Flat C,$5.78M,S,522ft²,"@$11,073",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-11,Hong Wah Court・Yee Hong House (Block B)・Middle Floor・Flat 4,"$12,800",L,380ft²,@$34,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-11,Hong Pak Court・Yan Pak House (Block E)・5/F・Flat 9,$5.42M,S,645ft²,"@$8,403",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-11,Laguna City・Phase 3・Block 32・2/F・Flat G,$5.48M,S,517ft²,"@$10,600",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-10,Hong Ying Court・13/F・Flat 24,$2.7M,S,485ft²,"@$5,567",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-10,Hong Pak Court・Kam Pak House (Block G)・4/F・Flat 7,$3.8M,S,554ft²,"@$6,859",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-07,Laguna City・Phase 1・Block 15・Middle Floor・Flat F,$5.55M,S,517ft²,"@$10,735",Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-07,Sceneway Garden・Block 9・11/F・Flat G,$7.95M,S,718ft²,"@$11,072",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-06,Tak Tin Estate・Tak Lok House (Block 4)・17/F・Flat 14,$1.78M,S,385ft²,"@$4,623",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-06,Sceneway Garden・Block 1・6/F・Flat D,$6M,S,537ft²,"@$11,173",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-06,Laguna City・Phase 1・Block 14・28/F・Flat E,$8.05M,S,687ft²,"@$11,718",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-05,Koko Hills・Phase 3A Koko Rosso・Tower 7・23/F・Flat C,$9.44M,S,467ft²,"@$20,221",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-05,Sceneway Garden・Block 1・9/F・Flat A,$6.15M,S,537ft²,"@$11,453",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-05,Kai Tin Tower・Block A・6/F・Flat 6,$3.8M,S,469ft²,"@$8,102",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-05,Laguna City・Phase 1・Block 3・17/F・Flat D,$7.27M,S,687ft²,"@$10,579",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-05,Hong Nga Court・Heng Nga House (Block C)・22/F・Flat 14,$3.2M,S,435ft²,"@$7,356",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-03,Tak Tin Estate・Tak King House (Block 1)・12/F・Flat 18,$1.39M,S,351ft²,"@$3,960",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-01,Laguna City・Phase 3・Block 34・Upper Floor・Flat A,"$23,000",L,748ft²,@$31,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-01,Laguna City・Phase 2・Block 29・Lower Floor・Flat E,"$22,800",L,687ft²,@$33,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-01,Laguna City・Phase 2・Block 30・Lower Floor・Flat H,"$21,500",L,748ft²,@$29,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-28,Sceneway Garden・Block 16・Upper Floor・Flat E,"$23,800",L,720ft²,@$33,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-28,Koko Hills・Phase 3B Koko Mare・Tower 8・21/F・Flat L,$8.77M,S,462ft²,"@$18,972",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-28,Kam See Building・3/F・No. 177A (Flat E),$3.4M,S,285ft²,"@$11,930",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-28,Hong Tin Court・Wo Hong House (Block B)・2/F・Flat 7,$3.88M,S,420ft²,"@$9,238",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-27,Lei On Court・Lei Yan House (Block C)・22/F・Flat 7,$6.03M,S,650ft²,"@$9,277",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-27,Laguna City・Phase 4・Block 10・11/F・Flat B,$5.25M,S,517ft²,"@$10,155",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-27,Sceneway Garden・Block 15・28/F・Flat F,$9.73M,S,718ft²,"@$13,552",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-27,Laguna City・Phase 1・Carpark・B/M・No.588A,$1.31M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-24,Laguna City・Phase 2・Block 28・Middle Floor・Flat G,"$18,000",L,517ft²,@$35,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-24,Laguna City・Phase 3・Block 38・25/F・Flat E,$7.25M,S,687ft²,"@$10,553",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-23,Koko Hills・Phase 3B Koko Mare・Tower 8・1/F・Flat K,$9.13M,S,395ft²,"@$23,101",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-22,Laguna City・Phase 2・Block 29・1/F・Flat D,$6.65M,S,687ft²,"@$9,680",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-22,Laguna City・Phase 1・Carpark・B/M・No.563B,$1.36M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-20,Laguna City・Phase 3・Block 35・Upper Floor・Flat A,"$21,000",L,748ft²,@$28,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-20,Laguna City・Phase 2・Block 28・21/F・Flat B,$5.9M,S,522ft²,"@$11,303",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-20,Laguna City・Phase 1・Carpark・G/F・No.83A,$1.83M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-17,Kai Tin Tower・Block B・10/F・Flat 1,$4.57M,S,526ft²,"@$8,684",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-17,Laguna City・Phase 4・Block 23・21/F・Flat D,$8.29M,S,687ft²,"@$12,067",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-17,Koko Hills・Phase 1・Tower 2・23/F・Flat E,$14.7M,S,736ft²,"@$19,973",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Sceneway Garden・Block 1・Lower Floor・Flat B,"$18,000",L,537ft²,@$34,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Koko Hills・Phase 3B Koko Mare・Tower 9・Lower Floor・Flat F,"$16,200",L,312ft²,@$52,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Laguna City・Phase 3・Block 36・Upper Floor・Flat D,"$18,200",L,687ft²,@$26,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Laguna City・Phase 2・Block 24・Middle Floor・Flat G,"$17,000",L,517ft²,@$33,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Sceneway Garden・Block 1・14/F・Flat A,$6.52M,S,537ft²,"@$12,142",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Laguna City・Phase 1・Block 6・15/F・Flat H,$7.48M,S,748ft²,"@$10,000",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-15,Hong Tin Court・Wo Hong House (Block B)・29/F・Flat 2,$5.2M,S,550ft²,"@$9,455",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-14,Laguna City・Phase 3・Block 38・10/F・Flat H,$7.25M,S,748ft²,"@$9,693",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-14,Laguna City・Phase 1・Block 14・27/F・Flat F,$5.5M,S,517ft²,"@$10,638",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-13,Sceneway Garden・Block 3・25/F・Flat H,$7.53M,S,614ft²,"@$12,264",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-13,Laguna City・Phase 1・Block 8・18/F・Flat F,$5.9M,S,517ft²,"@$11,412",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-13,Laguna City・Phase 1・Block 8・18/F・Flat E,$7M,S,687ft²,"@$10,189",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-13,Sceneway Garden・Carpark・5/F・No.54,$1.8M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-10,Sceneway Garden・Block 2・4/F・Flat D,$6M,S,537ft²,"@$11,173",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-10,Sceneway Garden・Block 10・10/F・Flat H,$8.15M,S,720ft²,"@$11,319",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-10,Hong Shui Court・18/F・Flat 7,$4.2M,S,559ft²,"@$7,513",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-09,Koko Hills・Phase 3A Koko Rosso・Tower 6・16/F・Flat D,$8.44M,S,433ft²,"@$19,492",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-09,Koko Hills・Phase 3B Koko Mare・Tower 8・2/F・Flat A,$8.87M,S,394ft²,"@$22,513",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-08,Kai Tin Tower・Block A・23/F・Flat 4,$4.5M,S,526ft²,"@$8,555",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-08,Koko Hills・Phase 3B Koko Mare・Tower 9・18/F・Flat E,$8.7M,S,435ft²,"@$19,989",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-08,Tak Tin Estate・Tak Shing House (Block 7)・18/F・Flat 9,$1.9M,S,443ft²,"@$4,289",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-08,Sceneway Garden・Block 14・26/F・Flat D,$7.3M,S,614ft²,"@$11,889",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-07,Sceneway Garden・Block 14・Upper Floor・Flat E,"$26,000",L,720ft²,@$36,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-07,Laguna City・Phase 1・Carpark・B/M・No.294,$1.3M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-06,Hong Ying Court・Lower Floor・Flat 16,"$10,500",L,381ft²,@$28,Centaline,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Hong Pak Court・Shui Pak House (Block D)・34/F・Flat 3,$3.8M,S,401ft²,"@$9,476",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Laguna City・Phase 1・Block 1・15/F・Flat H,$7.25M,S,748ft²,"@$9,693",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Sceneway Garden・Block 15・14/F・Flat G,$9M,S,718ft²,"@$12,535",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Hong Pak Court・Chung Pak House (Block A)・5/F・Flat 10,$3.4M,S,554ft²,"@$6,137",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Laguna City・Phase 3・Block 33・23/F・Flat C,$5.65M,S,522ft²,"@$10,824",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Hong Yat Court・Hong Yu House (Block C)・30/F・Flat 8,$4.73M,S,506ft²,"@$9,348",Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-01-03,Laguna City・Phase 1・Carpark・B/M・No.526A,$1.1M,S,--,--,Land Registry,Kowloon,Lam Tin | Yau Tong,Lam Tin,HMA156,https://hk.centanet.com/findproperty/en/list/transaction/lam-tin_19-HMA156?q=lp5f4i1fz5
2025-02-18,Ko Wang Court・Block A・36/F・Flat 7,$1.58M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Ko Wang Court・Block A・20/F・Flat 12,$1.57M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Ko Wang Court・Block B・28/F・Flat 5,$1.57M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Ko Wang Court・Block A・40/F・Flat 6,$1.59M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Ko Wang Court・Block A・16/F・Flat 19,$2.22M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Ko Wang Court・Block B・27/F・Flat 23,$1.5M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-18,Montego Bay・Tower 1・2/F・Flat D,$15.25M,S,800ft²,"@$19,063",Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-17,Ko Wang Court・Block A・32/F・Flat 10,$1.65M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
2025-02-17,Ko Wang Court・Block A・10/F・Flat 14,$1.92M,S,--,--,Land Registry,Kowloon,Tseung Kwan O,Yau Tong,HMA075,https://hk.centanet.com/findproperty/en/list/transaction/yau-tong_19-HMA075?q=0608lhdcn1
