Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-01-07,Shanghai Building・13/F・Flat D,$3M,S,287ft²,"@$10,453",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-07,Elize Park・15/F・Flat C,$8.38M,S,326ft²,"@$25,690",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-07,44 Nullah Road・3/F・No. 44,$4.5M,S,706ft²,"@$6,374",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-07,Kiu Hay Mansion・3/F・Flat B,$5M,S,492ft²,"@$10,163",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-06,200 Sai Yeung Choi Street South・2/F・No. 200,$3.96M,S,699ft²,"@$5,665",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-06,Elize Park・16/F・Flat A,$8.59M,S,341ft²,"@$25,185",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-03,Wah Mei Building・3/F・No. 150,$6M,S,682ft²,"@$8,798",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-03,Hung Tak Building・7/F・Apartment A,$5.8M,S,821ft²,"@$7,065",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-03,32 Ki Lung Street・2/F・No. 32,$3M,S,384ft²,"@$7,813",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-01-03,Roxan Mansion・9/F・Flat D (No. 43),$3M,S,307ft²,"@$9,772",Land Registry,Kowloon,Tai Kok Tsui | Yau Ma Tei | Mong Kok,Prince Edward,HMA033,https://hk.centanet.com/findproperty/en/list/transaction/prince-edward_19-HMA033?q=zw2cqnqz76
2025-02-20,Park Avenue・Central Park・Tower 1・Upper Floor・Flat G,$8.7M,S,480ft²,"@$18,125",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-20,The Long Beach・Tower 7・Upper Floor・Flat B,$9M,S,559ft²,"@$16,100",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-18,Hampton Place・Tower 2・Upper Floor・Flat E,"$20,000",L,451ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-18,The Long Beach・Tower 6・37/F・Flat D,$8.3M,S,546ft²,"@$15,201",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-17,Park Avenue・Central Park・Tower 3・Middle Floor・Flat H,$10.83M,S,595ft²,"@$18,198",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-17,Park Avenue・Phase 1・Tower 10・Lower Floor・Flat A,"$24,000",L,527ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-17,Harbour Green・Tower 1・26/F・Flat C,$9M,S,516ft²,"@$17,442",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,Harbour Green・Tower 3・Lower Floor・Flat C,"$26,000",L,541ft²,@$48,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,Harbour Green・Tower 6・Middle Floor・Flat E,"$22,000",L,478ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,Island Harbourview・Tower 9・Upper Floor・Flat F,"$21,000",L,459ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,The Long Beach・Tower 3・Middle Floor・Flat C,"$25,000",L,546ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,Florient Rise・Tower 1・Upper Floor・Flat C,"$27,500",L,574ft²,@$48,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-15,Park Avenue・Phase 1・Tower 6・Upper Floor・Flat E,"$29,000",L,590ft²,@$49,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-14,Park Avenue・Phase 1・Tower 9・Middle Floor・Flat H,$8.8M,S,471ft²,"@$18,684",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-14,The Long Beach・Carpark・U/G・No.57,$1.6M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-13,Island Harbourview・Tower 8・Lower Floor・Flat F,"$19,500",L,457ft²,@$43,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-12,Park Avenue・Phase 1・Tower 7・Lower Floor・Flat A,$13.37M,S,737ft²,"@$18,136",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-12,Hampton Place・Tower 2・Lower Floor・Flat C,"$19,000",L,426ft²,@$45,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-10,The Long Beach・Tower 5・Upper Floor・Flat B,"$27,000",L,559ft²,@$48,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-09,Harbour Green・Tower 1・Lower Floor・Flat D,"$23,000",L,516ft²,@$45,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-08,The Hermitage・Tower 1・Upper Floor・Flat B,"$56,000",L,"1,174ft²",@$48,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-08,Park Avenue・Central Park・Tower 5・Lower Floor・Flat H,"$32,000",L,592ft²,@$54,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-08,Island Harbourview・Tower 10・Middle Floor・Flat C,"$36,500",L,786ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-07,Imperial Cullinan・Tower 8・32/F・Flat E,$16.5M,S,913ft²,"@$18,072",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-07,Island Harbourview・Carpark・B/M・No.B2,$1.5M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-07,Park Avenue・Carpark・G/F・No.198,$2M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-06,Park Avenue・Phase 1・Tower 10・Lower Floor・Flat C,$14.2M,S,848ft²,"@$16,745",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-05,Island Harbourview・Tower 6・Upper Floor・Flat E,"$24,700",L,605ft²,@$41,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-05,Island Harbourview・Tower 9・Lower Floor・Flat F,"$20,000",L,457ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-04,Park Avenue・Central Park・Tower 3・16/F・Flat A,$11.87M,S,673ft²,"@$17,637",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-03,The Hermitage・Tower 8・Middle Floor・Flat C,"$45,000",L,827ft²,@$54,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-03,Park Avenue・Central Park・Tower 3・46/F・Flat C,$16M,S,717ft²,"@$22,315",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,Island Harbourview・Tower 9・Lower Floor・Flat G,"$21,000",L,457ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,Park Avenue・Central Park・Tower 3・Upper Floor・Flat E,"$31,500",L,597ft²,@$53,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,The Hermitage・Tower 3・Lower Floor・Flat C,"$33,500",L,759ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,Hampton Place・Tower 3・Upper Floor・Flat F,"$19,800",L,468ft²,@$42,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,Imperial Cullinan・Tower 3・Middle Floor・Flat B,"$43,000",L,936ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-01,Florient Rise・Tower 2・Upper Floor・Flat A,"$36,500",L,774ft²,@$47,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-29,The Hermitage・Tower 8・Middle Floor・Flat C,$17.3M,S,827ft²,"@$20,919",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-28,One Silversea・Tower 7・22/F・Flat B,$20.2M,S,956ft²,"@$21,130",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-28,The Hermitage・Tower 3・61/F・Flat B,$28.68M,S,"1,118ft²","@$25,653",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-27,The Long Beach・Tower 3・Middle Floor・Flat B,"$23,500",L,547ft²,@$43,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-27,The Long Beach・Tower 1・Upper Floor・Flat E,"$25,000",L,561ft²,@$45,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-27,The Long Beach・Tower 7・38/F・Flat A,$16.08M,S,845ft²,"@$19,030",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-26,Park Avenue・Phase 1・Tower 8・Upper Floor・Flat B,"$39,000",L,--,--,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-25,One Silversea・Tower 7・Upper Floor・Flat A,"$45,000",L,968ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-24,Florient Rise・Tower 3・Upper Floor・Flat D,"$23,000",L,447ft²,@$51,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-24,Park Avenue・Phase 1・Tower 8・21/F・Flat E,$8.08M,S,449ft²,"@$17,996",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-23,Park Avenue・Phase 1・Tower 9・21/F・Flat H,$8.8M,S,471ft²,"@$18,684",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-23,Island Harbourview・Tower 5・6/F・Flat E,$9.8M,S,595ft²,"@$16,471",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-23,Island Harbourview・Tower 5・28/F・Flat F,$7.65M,S,459ft²,"@$16,667",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-22,Florient Rise・Tower 3・Upper Floor・Flat E,"$26,500",L,593ft²,@$45,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-22,Harbour Green・Tower 5・Upper Floor・Flat C,"$28,000",L,541ft²,@$52,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-22,Island Harbourview・Tower 5・Lower Floor・Flat E,"$28,000",L,595ft²,@$47,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-21,The Long Beach・Tower 9・10/F・Flat B,$8.78M,S,556ft²,"@$15,791",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-21,The Hermitage・Tower 3・16/F・Flat B,$19.6M,S,"1,118ft²","@$17,531",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-20,The Hermitage・Tower 3・Upper Floor・Flat B,$28.68M,S,"1,118ft²","@$25,653",Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-20,Florient Rise・Tower 1・Upper Floor・Flat C,"$27,000",L,574ft²,@$47,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-20,Harbour Green・Tower 5・Lower Floor・Flat B,"$21,000",L,474ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-20,The Long Beach・Tower 5・41/F・Flat A,$15.5M,S,845ft²,"@$18,343",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-20,Island Harbourview・Tower 2・9/F・Flat E,$7.53M,S,495ft²,"@$15,212",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-18,The Long Beach・Tower 2・Lower Floor・Flat A,"$35,000",L,816ft²,@$43,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-18,Imperial Cullinan・Tower 1・Middle Floor・Flat C,"$55,000",L,"1,271ft²",@$43,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-17,Harbour Green・Tower 3・Upper Floor・Flat B,"$21,000",L,474ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-17,The Hermitage・Tower 6・Middle Floor・Flat C,"$36,000",L,758ft²,@$47,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-17,Harbour Green・Tower 5・28/F・Flat A,$8.28M,S,482ft²,"@$17,178",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-17,Harbour Green・Tower 3・17/F・Flat C,$9M,S,541ft²,"@$16,636",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-17,Island Harbourview・Carpark・G/F・No.G77,$1.5M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-15,Island Harbourview・Tower 6・Middle Floor・Flat C,"$33,000",L,788ft²,@$42,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-15,Island Harbourview・Tower 2・Lower Floor・Flat D,"$26,000",L,647ft²,@$40,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-15,The Long Beach・Tower 6・Lower Floor・Flat E,"$24,000",L,547ft²,@$44,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-14,Imperial Cullinan・Tower 8・8/F・Flat A,$21.6M,S,"1,225ft²","@$17,633",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-13,The Long Beach・Tower 8・Middle Floor・Flat A,"$30,000",L,550ft²,@$55,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-13,The Long Beach・Tower 5・10/F・Flat A,$14.2M,S,816ft²,"@$17,402",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-10,Harbour Green・Tower 6・Middle Floor・Flat G,"$22,000",L,473ft²,@$47,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-10,The Hermitage・Tower 8・52/F・Flat C,$18M,S,827ft²,"@$21,765",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-09,Island Harbourview・Carpark・G/F・No.G93,$1.67M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Harbour Green・Tower 3・Middle Floor・Flat G,"$22,000",L,474ft²,@$46,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Park Avenue・Phase 1・Tower 9・Upper Floor・Flat G,"$23,000",L,466ft²,@$49,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,The Long Beach・Tower 8・Upper Floor・Flat C,"$23,500",L,549ft²,@$43,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Harbour Green・Carpark・G/F・No.231,$2.6M,S,--,--,Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Hampton Place・Tower 3・38/F・Flat F,$6.95M,S,468ft²,"@$14,850",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Park Avenue・Central Park・Tower 5・30/F・Flat C,$13.2M,S,698ft²,"@$18,911",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-08,Island Harbourview・Tower 10・37/F・Flat F,$8.2M,S,457ft²,"@$17,943",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-07,Park Avenue・Phase 1・Tower 6・40/F・Flat D,$13M,S,756ft²,"@$17,196",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-07,Hampton Place・Tower 1・31/F・Flat D,$7M,S,450ft²,"@$15,556",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-05,The Hermitage・Tower 6・Middle Floor・Flat F,"$29,000",L,561ft²,@$52,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-04,Harbour Green・Tower 6・Upper Floor・Flat D,"$21,300",L,478ft²,@$45,Centaline,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-03,Island Harbourview・Tower 3・39/F・Flat F,$7.88M,S,460ft²,"@$17,130",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-01-03,Island Harbourview・Tower 6・33/F・Flat E,$10.3M,S,602ft²,"@$17,110",Land Registry,Kowloon,Olympic Station,Olympic Station,HMA134,https://hk.centanet.com/findproperty/en/list/transaction/olympic-station_19-HMA134?q=4h0qm13s7s
2025-02-18,The Waterfront・Phase 1・Tower 3・45/F・Flat G,$48.88M,S,"1,604ft²","@$30,474",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-18,The Cullinan・Tower 21 - Zone 2 (Luna Sky)・52/F・Flat A,$40M,S,"1,377ft²","@$29,049",Land Registry,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-17,Sorrento・Phase 1・Block 5・Middle Floor・Flat B,$13.23M,S,633ft²,"@$20,900",Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-17,The Cullinan・Tower 21 - Zone 5 (Star Sky)・Upper Floor・Flat B,"$36,000",L,636ft²,@$57,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-16,The Cullinan・Tower 21 - Zone 2 (Luna Sky)・Upper Floor・Flat B,"$82,000",L,"1,281ft²",@$64,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
2025-02-15,The Coronation・Tower 2・Middle Floor・Flat C,"$25,001",L,601ft²,@$42,Centaline,Kowloon,Kowloon Station,Kowloon Station,HMA003,https://hk.centanet.com/findproperty/en/list/transaction/kowloon-station_19-HMA003?q=9c9w8ny4na
