Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
Ying Fuk Building,118-120 Camp Street,1,37,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
149 Un Chau Street,149 Un Chau Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
184 Fuk Wing Street,184 Fuk Wing Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
277 Castle Peak Road,277 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
410 Un Chau Street,410 Un Chau Street,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
361 Castle Peak Road,361 Castle Peak Road,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
55 Yen Chow Street,55 Yen Chow Street,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
141 Castle Peak Road,141 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
328 Un Chau Street,328 Un Chau Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
275 Castle Peak Road,275 Castle Peak Road,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
147 Un Chau Street,147 Un Chau Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
20 Cheung Fat Street,20 Cheung Fat Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hong Fook Building,26-36 Shun Ning Road,1,76,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
227C Hai Tan Street,227C Hai Tan Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
157 Pratas Street,157 Pratas Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
139 Un Chau Street,139 Un Chau Street,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Fuk Wing Building,149-155A Pratas Street,1,51,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
148 Castle Peak Road,148 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
569 Fuk Wing Street,569 Fuk Wing Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
312 Castle Peak Road,312 Castle Peak Road,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Fung Yeung Court,139-141 Kiu Kiang Street,1,24,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
571 Fuk Wing Street,571 Fuk Wing Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
137 Un Chau Street,137 Un Chau Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
567 Fuk Wing Street,567 Fuk Wing Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
281-281A Castle Peak Road,281-281A Castle Peak Road,1,18,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
439 Castle Peak Road,439 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
431 Shun Ning Road,431 Shun Ning Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
38 Kim Shin Lane,38 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
629 Fuk Wa Street,629 Fuk Wa Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
380-384 Castle Peak Road,380-384 Castle Peak Road,1,35,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
437 Castle Peak Road,437 Castle Peak Road,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
36 Kim Shin Lane,36 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
627 Fuk Wa Street,627 Fuk Wa Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Boc Castle Peak Road Building,365-371 Castle Peak Road,1,32,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
625 Fuk Wa Street,625 Fuk Wa Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
35 Kim Shin Lane,35 Kim Shin Lane,1,8,"$6,280/ ft²",11.16%,3,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
332 Un Chau Street,332 Un Chau Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wing Fat Court,508 Fuk Wing Street,1,51,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
2 Fat Tseung Street,2 Fat Tseung Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
584 Fuk Wa Street,584 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
163 Pratas Street,163 Pratas Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
298 Castle Peak Road,298 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
586 Fuk Wa Street,586 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
416 Un Chau Street,416 Un Chau Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Green Court,498 Un Chau Street,1,96,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
165 Pratas Street,165 Pratas Street,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
296 Castle Peak Road,296 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
33 Kim Shin Lane,33 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
11 Wing Lung Street,11 Wing Lung Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Sun Wah House,179-185 Fuk Wa Street,1,66,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
279 Castle Peak Road,279 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
4 Fat Tseung Street,4 Fat Tseung Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
473A Castle Peak Road,473A Castle Peak Road,1,11,"$6,864/ ft²",--,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
9 Kim Shin Lane,9 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
11 Cheung Wah Street,11 Cheung Wah Street,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
11 Kim Shin Lane,11 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
452 Castle Peak Road,452 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
138 Castle Peak Road,138 Castle Peak Road,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
475 Castle Peak Road,475 Castle Peak Road,1,12,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
304 Castle Peak Road,304 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Fu Yuen Court,143-145 Un Chau Street,1,26,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
283 Castle Peak Road,283 Castle Peak Road,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Kam Pao House,41-45 Yen Chow Street,1,28,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
7 Kim Shin Lane,7 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Golden Jade Heights,482-492 Un Chau Street,1,130,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
562 Fuk Wa Street,562 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hing Wah House,28-30 Hing Wah Street,1,35,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hing Lung Building,329 Shun Ning Road,1,30,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
560 Fuk Wa Street,560 Fuk Wa Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
302 Castle Peak Road,302 Castle Peak Road,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
475A Castle Peak Road,475A Castle Peak Road,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hong Lee Building,444-450 Castle Peak Road,1,60,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
558 Fuk Wa Street,558 Fuk Wa Street,1,10,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hang Shun Building,37-39 Tonkin Street,1,72,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
11 Cheung Fat Street,11 Cheung Fat Street,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
357 Po On Road,357 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
323 Castle Peak Road,323 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
359 Po On Road,359 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Shining Court,439 Shun Ning Road,1,92,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
152B Castle Peak Road,152B Castle Peak Road,1,9,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Federal Mansion,548 Fuk Wing Street,2,80,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
321 Castle Peak Road,321 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
353-355 Castle Peak Road,353-355 Castle Peak Road,1,15,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Wo Hing Building,27A-27F Hing Wah Street,1,63,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
367 Po On Road,367 Po On Road,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Un On Building,130 Camp Street,1,77,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
369 Po On Road,369 Po On Road,1,6,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
10 Kim Shin Lane,10 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
363 Po On Road,363 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
539 Fuk Wing Street,539 Fuk Wing Street,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Shiu Hang Building,477-483 Un Chau Street,1,45,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
541 Fuk Wing Street,541 Fuk Wing Street,1,8,"$5,985/ ft²",9.76%,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
361 Po On Road,361 Po On Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
8 Kim Shin Lane,8 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
325 Castle Peak Road,325 Castle Peak Road,1,7,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
516 Castle Peak Road,516 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
152C Castle Peak Road,152C Castle Peak Road,1,7,"$1,645/ ft²",--,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Hung Shuk Chun Building,520-530 Fuk Wing Street,1,30,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
518 Castle Peak Road,518 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
Kwong Fat Building,322 Castle Peak Road,1,24,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
134 Kiu Kiang Street,134 Kiu Kiang Street,1,3,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
200-202 Fuk Wing Street,200-202 Fuk Wing Street,1,15,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
537 Fuk Wing Street,537 Fuk Wing Street,1,10,"$6,632/ ft²",--,1,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
324 Castle Peak Road,324 Castle Peak Road,1,5,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
37 Yen Chow Street,37 Yen Chow Street,1,4,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
520-526 Castle Peak Road,520-526 Castle Peak Road,1,47,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
6 Kim Shin Lane,6 Kim Shin Lane,1,8,--,--,--,--,--,Kowloon,Cheung Sha Wan | Sham Shui Po,Cheung Sha Wan,HMA077,https://hk.centanet.com/findproperty/en/list/estate/cheung-sha-wan_19-HMA077?q=zk27btlqhj
