Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
59 Tak Ku Ling Road,59 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Wing Lee Building,26 Nga Tsin Long Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
75 Tak Ku Ling Road,75 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Sun On House,14-16 Lion Rock Road,1,30,"$9,585/ ft²",5.28%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
58 Kai Tak Road,58 Kai Tak Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
65 Fuk Lo Tsun Road,65 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
24 Lung Kong Road,24 Lung Kong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
366 Prince Edward Road West,366 Prince Edward Road West,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
84A Nga Tsin Wai Road,84A Nga Tsin Wai Road,1,5,"$8,632/ ft²",1.85%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Fat Tat House,14 Lung Kong Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
39-39A Lion Rock Road,39-39A Lion Rock Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
49 Hau Wong Road,49 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
59 Fuk Lo Tsun Road,59 Fuk Lo Tsun Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
18 Lung Kong Road,18 Lung Kong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
63 Tak Ku Ling Road,63 Tak Ku Ling Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
3A South Wall Road,3A South Wall Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
54 Nam Kok Road,54 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
38 Nam Kok Road,38 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
2A Hau Wong Road,2A Hau Wong Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
60 Fuk Lo Tsun Road,60 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
64-66A Tak Ku Ling Road,64-66A Tak Ku Ling Road,1,32,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kam On Building,94 Nga Tsin Wai Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
74-80 Nga Tsin Long Road,74-80 Nga Tsin Long Road,1,36,"$8,468/ ft²",6.78%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
92 Nga Tsin Wai Road,92 Nga Tsin Wai Road,1,10,"$8,962/ ft²",1.55%,2,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
33 Lion Rock Road,33 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
50 Tak Ku Ling Road,50 Tak Ku Ling Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
67 Carpenter Road,67 Carpenter Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
5-7 Nga Tsin Wai Road,5-7 Nga Tsin Wai Road,1,19,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Sing Yick Building,75-77 Fuk Lo Tsun Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
9 Lung Kong Road,9 Lung Kong Road,1,2,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
68 Fuk Lo Tsun Road,68 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
22 Lion Rock Road,22 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
58-60 Tak Ku Ling Road,58-60 Tak Ku Ling Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Shung Ching House,5 South Wall Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
67 Fuk Lo Tsun Road,67 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Check Bo House,76-78 South Wall Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
26 Lung Kong Road,26 Lung Kong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
53 Nam Kok Road,53 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Wing Cheong Building,30-32 Nga Tsin Long Road,1,14,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
77 Tak Ku Ling Road,77 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
55 Tak Ku Ling Road,55 Tak Ku Ling Road,1,9,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
19 Fuk Lo Tsun Road,19 Fuk Lo Tsun Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Tai Chi Building,376-378 Prince Edward Road West,1,13,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
46 Nam Kok Road,46 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Leung Ling House,96 Nga Tsin Wai Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kun Lun Court,73 Tak Ku Ling Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
72 South Wall Road,72 South Wall Road,1,14,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
55 Fuk Lo Tsun Road,55 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
71 Fuk Lo Tsun Road,71 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
South Mansion,30 Nga Tsin Wai Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
76 Junction Road,76 Junction Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Mai King Mansion (Building),6-8 Lion Rock Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Yat Fung Lau,110 Nga Tsin Wai Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47 Kai Tak Road,47 Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
21 Fuk Lo Tsun Road,21 Fuk Lo Tsun Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47 Nga Tsin Wai Road,47 Nga Tsin Wai Road,1,30,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
53 Carpenter Road,53 Carpenter Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
50 Nam Kok Road,50 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Mansion House,55 Nam Kok Road,1,10,"$9,868/ ft²",2.99%,6,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
35 Lion Rock Road,35 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Shun King Building,33-35 Tak Ku Ling Road,1,16,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Fook Sing Building,51 Tak Ku Ling Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
69 Hau Wong Road,69 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
70 Kai Tak Road,70 Kai Tak Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Pak Ho Building,37 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
42 Nga Tsin Long Road,42 Nga Tsin Long Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Noble House,59 Hau Wong Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
79 Fuk Lo Tsun Road,79 Fuk Lo Tsun Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
41 Sa Po Road,41 Sa Po Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
80 Fuk Lo Tsun Road,80 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Selective Building,1-3 Fuk Lo Tsun Road,1,16,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
73 Hau Wong Road,73 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Luen On Building,65-67 Hau Wong Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47 Sa Po Road,47 Sa Po Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47-49 Tak Ku Ling Road,47-49 Tak Ku Ling Road,1,13,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
91 Hau Wong Road,91 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
6 Junction Road,6 Junction Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
62 Nam Kok Road,62 Nam Kok Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Po Sing Court,25 Shek Ku Lung Road,1,132,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
72 Kai Tak Road,72 Kai Tak Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
85 Fuk Lo Tsun Road,85 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
60 Nga Tsin Long Road,60 Nga Tsin Long Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
51 Lion Rock Road,51 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Sun Tai House,10-16 Junction Road,1,40,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
25-29 Kai Tak Road,25-29 Kai Tak Road,1,21,"$8,091/ ft²",9.49%,3,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
78 Tak Ku Ling Road,78 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
85 Lion Rock Road,85 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
46 Nga Tsin Long Road,46 Nga Tsin Long Road,1,2,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Loong Pong House,61-63 Lion Rock Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Man Fat House,39-41 Nam Kok Road,1,20,"$9,985/ ft²",2.80%,2,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Ma Shu Building,92-94 Fuk Lo Tsun Road,1,30,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
71 Hau Wong Road,71 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Ho Wen House,15 Nam Kok Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
81 Fuk Lo Tsun Road,81 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
56 Nga Tsin Long Road,56 Nga Tsin Long Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
1C Nam Kok Road,1C Nam Kok Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
76 Tak Ku Ling Road,76 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
81 Lion Rock Road,81 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
60 Nam Kok Road,60 Nam Kok Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Shing Yip Mansion,52-54 Nga Tsin Long Road,1,20,"$9,146/ ft²",13.97%,6,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Hung Wan Court,140 Nga Tsin Wai Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kai Fat House,76 Kai Tak Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
44 Nga Tsin Long Road,44 Nga Tsin Long Road,1,2,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Ho Fuk Court,61-63 Hau Wong Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
70A Kai Tak Road,70A Kai Tak Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
39-41 Tak Ku Ling Road,39-41 Tak Ku Ling Road,1,25,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
25-27 Nam Kok Road,25-27 Nam Kok Road,1,15,"$9,079/ ft²",0.94%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
43 Sa Po Road,43 Sa Po Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
45 Sa Po Road,45 Sa Po Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
89 Hau Wong Road,89 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
17 Kai Tak Road,17 Kai Tak Road,1,5,"$9,228/ ft²",3.92%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
