ID,Name,Street Name,Area Name,Year Built,Highest Floor,Typical Floor Area,District Name,Latitude,Longitude,Grade,Min Rent,Max Rent,Min Price,Max Price
2576,Kam Fung Commercial Building,2-4 Tin Lok Lane,Wanchai,1981,,"1,330",Wanchai District,22.27686866991681,114.168599488196,C,21,21,,
3233,Kam Hing Building,20 Hillwood Road,Tsimshatsui,1978,,,Yau Tsim Mong District,22.3025642,114.1731267,C,20,20,,
76,Kam Hong Building,283 Des Voeux Road Central,Sheung Wan,1977,,,Central and Western District,22.2868209,114.1515091,C,,,,
6631,Kam Lung Commercial Centre,2 Hart Avenue,Tsimshatsui,1996,,,Yau Tsim Mong District,22.298151994,114.17439299899999,B,31.05,31.05,,
3498,Kam Ma Building,16 Cameron Road,Tsimshatsui,1961,,,Yau Tsim Mong District,22.2989109,114.1740578,C,,,,
9,Kam Sang Building,255-257 Des Voeux Road Central,Sheung Wan,1992,24,"1,463",Central and Western District,22.286772993,114.152067004,B,24.3,26.72,0,0
6711,Kam Shek Commercial Building,17 Waterloo Road,Yaumatei,1975,,,Yau Tsim Mong District,22.313259009,114.171075007,C,,,,
5227,Kam Wing Commercial Building,28 Minden Avenue,Tsimshatsui,1984,,,Yau Tsim Mong District,22.296667005,114.174946992,C,,,,
3196,Katherine House,53-55 Chatham Road South,Tsimshatsui,1989,,,Yau Tsim Mong District,22.299092993,114.175539992,B,22.95,22.95,,
6823,KC100,100 Kwai Cheong Road,Kwai Chung,2014,12,"14,000 - 24,669",Kwai Tsing District,22.360935994,114.132309992,A,20,25,,
6512,Kee Shing Centre,74-76 Kimberley Road,Tsimshatsui,1983,,,Yau Tsim Mong District,22.301797999,114.175554002,B,,,,
6508,Kee Shing Commercial Building,80 Kimberley Road,Tsimshatsui,1983,,,Yau Tsim Mong District,22.302044997,114.175711991,C,,,,
354,Keen Hung Commercial Building,80-86 Queen's Road East,Wanchai,1998,,"600 - 1,916",Wanchai District,22.2766052,114.1696434,B,28.5,29.5,,
2960,Kelly Commercial Centre,570-572 Nathan Road,Mongkok,1975,,,Yau Tsim Mong District,22.314966991,114.170526009,C,31.01,31.01,,
434,Kenbo Commercial Building,335-339 Queen's Road West,Sai Wan,1982,,,Central and Western District,22.287120005,114.141347997,B,,,,
7869,Kennedy Town Commercial Centre,23 Belcher's Street,Sai Wan,1994,19,"4,603",Central and Western District,22.283852991,114.130615007,B+,,,,
1647,Kerry Centre,683 King's Road,Quarry Bay,2010,,"16,690",Eastern District,22.29047428273422,114.20971799814758,A,40,42,,
6593,Keybond Commercial Building,38 Ferry Street,Jordan,1994,,,Yau Tsim Mong District,22.307742992,114.167686999,B,,,,
1256,Khuan Ying Commercial Building,85-89 Wellington Street,Central,1982,11,"750 - 1,140",Central and Western District,22.283334991,114.154443007,C,,,,
6510,Kimberley House,35-35A Kimberley Road,Tsimshatsui,1977,,"4,315",Yau Tsim Mong District,22.3009432,114.1737234,B,,,,
6509,Kimberley Plaza,45-47 Kimberley Road,Tsimshatsui,1978,,"3,061",Yau Tsim Mong District,22.30094261650728,114.17418694508446,B,,,,
201,Kimley Commercial Building,142-146 Queen's Road Central,Central,1977,14,"2,000",Central and Western District,22.28415032898748,114.15397742876029,B,,,,
2448,Kin On Commercial Building,49-51 Jervois Street,Sheung Wan,1978,12,,Central and Western District,22.285107997,114.151619001,C,,,,
11204,Kin Sang Commercial Centre,49 King Yip Street,Kwun Tong,2013,,"6,309",Kwun Tong District,22.30798628066816,114.22525632516592,A,26,26,,
1406,Kin Tak Fung Commercial Building,467-473 Hennessy Road,Causeway Bay,1984,,"2,156",Wanchai District,22.280002004,114.18224699800001,B,,,,
12494,Kin Wing Commercial Building,24-30 Kin Wing Street,Tuen Mun,1982,,,Tuen Mun District,22.396841007,113.969763994,B+,,,,
3087,King Centre,23-29 Dundas Street,Mongkok,1993,,,Yau Tsim Mong District,22.315064992,114.167641001,B,,,,
66,King Fook Building,30-32 Des Voeux Road Central,Central,1971,,,Central and Western District,22.282956996,114.156790004,B,,,,
11203,King Palace Plaza,55 King Yip Street,Kwun Tong,2012,39,"12,682",Kwun Tong District,22.308191001,114.225496992,A,20.58,25.23,,
6460,King Star Commercial Centre,1B Wing Sing Lane,Yaumatei,1995,,,Yau Tsim Mong District,22.310894994,114.17013399700001,B,,,,
3574,King's Commercial Building,2-4 Chatham Court,Tsimshatsui,1981,,,Yau Tsim Mong District,22.301723004,114.175741997,C,,,14146,14146
1687,King's Commercial Centre,25 King's Road,Tin Hau,1995,,"1,775",Wanchai District,22.2837975,114.1924124,B,0,25.37,,
845,Kingdom Power Commercial Building,32-36 Des Voeux Road West,Sheung Wan,1968,15,"2,390",Central and Western District,22.287457996,114.147304993,C,16.47,16.47,6816,6816
1503,Kingpower Commercial Building,409-413 Jaffe Road,Causeway Bay,1983,,"1,476 - 3,130",Wanchai District,22.280330998,114.180325003,B,,,,
7788,Kings Tower,111 King Lam Street,Lai Chi Kok,2007,,"5,835",Sham Shui Po District,22.3401332,114.1487987,A,16.5,23,9975,11700
16557,Kings Wing Plaza 1,3 On Kwan Street,Shek Mun,2015,,"14,626",Sha Tin District,22.387839998,114.207858999,A,,,,
16558,Kings Wing Plaza 2,1 On Kwan Street,Shek Mun,2016,,"710 - 15,879",Sha Tin District,22.388844996,114.208859995,A,29,30.65,,
2810,Kingsfield Centre,18-20 Shell Street,North Point,1995,,"1,637",Eastern District,22.286991004,114.191983008,B,28.49,28.49,,
5234,Kingston International Centre,19 Wang Chiu Road,Kowloon Bay,2018,28,"15,192 - 30,092",Kwun Tong District,22.323596998,114.209355994,A+,20,29,,
995,Kingswell Commercial Tower,171-173 Lockhart Road,Wanchai,1992,,577,Wanchai District,22.278407,114.1739601,B,,,,
3610,Kinwick Centre,32 Hollywood Road,Central,1994,27,"6,128",Central and Western District,22.282074993,114.153188005,B+,35,40,,
988,Kiu Yin Commercial Building,361-363 Lockhart Road,Wanchai,1992,,"1,123",Wanchai District,22.2794145,114.1790755,C,21,21.05,9684,9713
7972,Knapwood Commercial Building,253-255 Temple Street,Jordan,1976,,,Yau Tsim Mong District,22.3048362,114.1694416,C,,,,
6550,Knutsford Commercial Building,4-5 Knutsford Terrace,Tsimshatsui,1990,,,Yau Tsim Mong District,22.301311004,114.17345200599999,B,,,,
3082,Ko's House,38 Dundas Street,Mongkok,1965,,,Yau Tsim Mong District,22.315132993,114.16998100800001,B,27,27,,
2055,Kodak House II,39 Healthy Street East,North Point,1993,,"34,177",Eastern District,22.29280870340722,114.20692909080731,C,16,17,,
4754,KOHO,75 Hung To Road,Kwun Tong,1980,,"16,151",Kwun Tong District,22.308867997,114.224281004,A,18,18,,
2625,Kolling Centre,77-79 Granville Road,Tsimshatsui,2000,,"1,326",Yau Tsim Mong District,22.300638009,114.17594500599999,B,28,28,,
3459,KOLOUR,68 Chung On Street,Tsuen Wan,1996,24,"12,454",Tsuen Wan District,22.370578996,114.117513008,A,28,38,,
1530,Konnect,297-305 Jaffe Road,Wanchai,2004,,"3,500",Wanchai District,22.2796193,114.1781891,B+,25,28,,
6549,Koon Fook Centre,9 Knutsford Terrace,Tsimshatsui,1992,,,Yau Tsim Mong District,22.301335002,114.173863007,B,35.82,35.82,,
3161,Kornhill Plaza Office Tower,1 Kornhill Road,Quarry Bay,1986,17,"8,750",Eastern District,22.28481524904605,114.21594053506851,A,40,40,,
2870,Koshun House,329-331 Nathan Road,Jordan,1962,,,Yau Tsim Mong District,22.30659240357197,114.17133279123904,C,,,,
7257,Kowloon Bay International Trade & Exhibition Centre,1 Trademart Drive,Kowloon Bay,1996,,"600 - 100,000",Kwun Tong District,22.32416480707136,114.20373916625977,B,,,,
2986,Kowloon Building,555 Nathan Road,Yaumatei,1988,,"4,900",Yau Tsim Mong District,22.314138994,114.170162996,B,35,35,,
4679,Kowloon Centre,29-39 Ashley Road,Tsimshatsui,1974,,"8,028",Yau Tsim Mong District,22.297587994,114.170272997,B,19.54,30,11500,12214
6836,Kowloon Commerce Centre Tower A,51-53 Kwai Cheong Road,Kwai Chung,2008,35,"23,000 - 25,000",Kwai Tsing District,22.361722009,114.132527997,A+,31,32,,
6837,Kowloon Commerce Centre Tower B,51 Kwai Cheong Road,Kwai Chung,2012,33,"26,000",Kwai Tsing District,22.361722002,114.13252799899999,A+,26,30,10016,10016
13444,Kowloon Investment Building,8 Bute Street,Tai Kok Tsui,1973,12,"7,242",Yau Tsim Mong District,22.3213543,114.1659619,B+,,,,
3317,Kowloon Plaza,485 Castle Peak Road,Lai Chi Kok,1992,,"11,828",Sham Shui Po District,22.338500007,114.149363009,B,16,16,,
1816,KP Tower,93 King's Road,North Point,2014,,"1,943",Eastern District,22.2866717,114.1926818,B+,28,31.53,,
4930,KT ONE,158 Wai Yip Street,Kwun Tong,2014,,,Kwun Tong District,22.31107879982188,114.21996766074791,B+,20,20,,
4577,KTR350,350 Kwun Tong Road,Kwun Tong,2024,32,"12,663 - 13,936",Kwun Tong District,22.31503668167915,114.21802157272118,A,28,28,,
3477,Kundamal House,2-4 Prat Avenue,Tsimshatsui,1981,18,"1,952",Yau Tsim Mong District,22.298580992,114.17409499099999,B,25.61,47.9,8900,19091
1418,Kuo Hwa Building,340-342 Hennessy Road,Wanchai,1962,,"3,330",Wanchai District,22.278348993,114.178971003,C,,,,
15099,Kwai Fong Commercial Centre,7 Shing Fong Street,Kwai Fong,1996,,,Kwai Tsing District,22.360108007,114.128166005,B,,,,
1659,Kwai Hung Holdings Centre,89 King's Road,North Point,1997,29,"2,821",Eastern District,22.2865344,114.1926794,B+,,,,
8149,Kwan Chart Tower,6 Tonnochy Road,Wanchai,1992,,"4,700",Wanchai District,22.2792919,114.17805,B,,,,
4604,Kwok Kee Group Centre,107 How Ming Street,Kwun Tong,1973,,"7,332",Kwun Tong District,22.312153006,114.224179999,B,,,,
3241,Kwok Kwong Building,42-44 Hillwood Road,Tsimshatsui,1973,,,Yau Tsim Mong District,22.3026648,114.1741485,B,,,,
2285,Kwong Fat Commercial Building,582-588 Canton Road,Jordan,1981,,,Yau Tsim Mong District,22.307855009,114.168665997,C,,,,
5713,Kwong Fat Hong Building,1 Rumsey Street,Sheung Wan,1990,24,,Central and Western District,22.285996994,114.153113007,B,,,,
2871,Kwong On Bank Mongkok Branch Building,728-730 Nathan Road,Mongkok,1965,,,Yau Tsim Mong District,22.321364992,114.169165995,B,,,,
11189,Kwong Wah Plaza,11 Tai Tong Road,Yuen Long,1998,,"5,501",Yuen Long District,22.443992001,114.029346002,B+,45,45,,
4960,Kwun Tong Harbour Plaza,182 Wai Yip Street,Kwun Tong,1988,,"11,832 - 26,237",Kwun Tong District,22.3090118,114.2215809,B,15,17,,
5591,Kwun Tong Plaza,68 Hoi Yuen Road,Kwun Tong,1986,14,,Kwun Tong District,22.311161,114.2260002,B,,,,
4582,Kwun Tong View,410 Kwun Tong Road,Kwun Tong,2002,,"6,779",Kwun Tong District,22.3128723,114.2242359,B+,,,,
3221,Kyoei Commercial Building,3 Hillwood Road,Tsimshatsui,1992,,,Yau Tsim Mong District,22.302840997,114.172345995,C,,,,
974,Kyoto Plaza,491-499 Lockhart Road,Causeway Bay,1992,,"2,791",Wanchai District,22.280733,114.1830193,B+,31.15,31.15,,
7362,Laford Centre,838 Lai Chi Kok Road,Lai Chi Kok,1997,,"11,150",Sham Shui Po District,22.335627003,114.147456004,B+,20,21,,
6309,Lai Sun Commercial Centre,680 Cheung Sha Wan Road,Lai Chi Kok,1987,11,,Sham Shui Po District,22.339086008,114.15203399800001,B,,,,
3589,Lam Kee Building,73 Bonham Strand West,Sheung Wan,1992,5,,Central and Western District,22.287496996,114.148148991,C,,,,
7078,Lamma Tower,12-12A Hau Fook Street,Tsimshatsui,1995,,"1,208 - 1,937",Yau Tsim Mong District,22.299597991,114.173895002,C,,,,
13107,Lancashire Centre,361 Shau Kei Wan Road,Shau Kei Wan,1982,,"3,268",Eastern District,22.2774763,114.2275796,B+,17,18,,
4602,Landmark East Tower 1 - AXA Tower,102 How Ming Street,Kwun Tong,2008,43,"14,300 - 15,200",Kwun Tong District,22.31220558138901,114.22319875819703,A+,23,28,,
4603,Landmark East Tower 2 - AIA Kowloon Tower,100 How Ming Street,Kwun Tong,2008,43,"19,000",Kwun Tong District,22.31248790258123,114.22233760356903,A+,23.5,28,,
6594,Landmark North,39 Lung Sum Avenue,Sheung Shui,1994,,,Northern District,22.502715007,114.127725003,A,27,32,,
17300,Landmark South,39 Yip Kan Street,Wong Chuk Hang,2022,30,"13,529 - 14,005",Southern District,22.24927055237041,114.16708379925694,A+,24,39,,
2719,Landwide Commercial Building,118-120 Austin Road,Tsimshatsui,1974,,,Yau Tsim Mong District,22.303137009,114.17302200900001,C,,,,
16358,Lane Up,4 Kin Fat Lane,Tuen Mun,2020,,,Tuen Mun District,22.396887009,113.968834991,A,,,,
3155,Langham Place Office Tower,8 Argyle Street,Mongkok,2004,60,"17,398",Yau Tsim Mong District,22.318771002,114.168499992,A+,48,55,,
181,Lansing House,41-47 Queen's Road Central,Central,1969,11,"1,400",Central and Western District,22.28271209826064,114.15599685240367,B,,,,
2141,Lap Fai Building,6-8 Pottinger Street,Central,1978,17,"2,000",Central and Western District,22.2833765896802,114.1562635876167,C,,,,
599,Lap Poon Building,123-124 Connaught Road West,Sai Ying Pun,1979,,,Central and Western District,22.288353,114.144174,C,,,,
6308,Laws Commercial Plaza,786-788 Cheung Sha Wan Road,Lai Chi Kok,1995,,"7,142 - 7,752",Sham Shui Po District,22.338267006,114.149813008,A,16,21,,
2915,Le Diamant,703-705 Nathan Road,Mongkok,2013,,"1,775 - 2,570",Yau Tsim Mong District,22.320304997,114.168921008,B+,,,,
3232,Leader Commercial Building,54-56 Hillwood Road,Tsimshatsui,1983,,,Yau Tsim Mong District,22.3027151,114.1746594,C,36.23,36.23,,
2774,Lee & Man Commercial Center,169 Electric Road,North Point,1990,41,"10,800",Eastern District,22.28748860468249,114.19159071779096,A,20,45,,
6637,Lee Chau Commercial Building,11 Hart Avenue,Tsimshatsui,1975,,,Yau Tsim Mong District,22.2978659,114.1743628,C,,,,
18132,Lee Garden Eight Tower 1,9 Caroline Hill Road,Causeway Bay,2025,27,"20,000 - 33,000",Wanchai District,22.27751488662447,114.18609485329043,A+,,,,
18133,Lee Garden Eight Tower 2,9 Caroline Hill Road,Causeway Bay,2025,27,"18,000 - 33,000",Wanchai District,22.27745675538889,114.18616077910839,A+,,,,
18134,Lee Garden Eight Tower 3,9 Caroline Hill Road,Causeway Bay,2025,17,"10,505",Wanchai District,22.27732625411169,114.18610558212649,A+,,,,
6343,Lee Garden Five,18 Hysan Avenue,Causeway Bay,1989,25,"4,904 - 5,224",Wanchai District,22.278358992,114.185523008,A,55,55,,
6342,Lee Garden One,33 Hysan Avenue,Causeway Bay,1997,50,"14,661 - 16,793",Wanchai District,22.278216009,114.184796006,A++,48,72,,
1072,Lee Garden Six,111 Leighton Road,Causeway Bay,1988,,"2,897",Wanchai District,22.277717009,114.185800996,B+,48,62,,
6345,Lee Garden Three,10 Hysan Avenue,Causeway Bay,2017,29,"16,712 - 18,213",Wanchai District,22.2780531,114.1852254,A+,66,66,,
1635,Lee Garden Two,2-38 Yun Ping Road,Causeway Bay,1992,,"14,440 - 15,925",Wanchai District,22.278588002,114.18557900100001,A,52,55,,
5709,Lee Kar Building,4-4A Carnarvon Road,Tsimshatsui,1978,,,Yau Tsim Mong District,22.297869009,114.172836991,C,,,,
214,Lee Kee Commercial Building,221-227 Queen's Road Central,Sheung Wan,1981,9,"1,800",Central and Western District,22.284849003,114.15193000599999,C,,,,
3547,Lee Kiu Building,51 Jordan Road,Jordan,1971,,,Yau Tsim Mong District,22.306133002,114.167247001,B,20.83,20.83,,
6665,Lee Kong Commercial Building,115 Woosung Street,Jordan,1992,,,Yau Tsim Mong District,22.305765009,114.170094993,C,,,,
43,Lee Kum Kee Central,54-58 Des Voeux Road Central,Central,1966,16,"2,604",Central and Western District,22.28351121500025,114.1563839205614,B+,38,43,,
3605,Lee Loong Building,4 Queen Victoria Street,Central,1972,12,"1,257",Central and Western District,22.283823991,114.15596600800001,C,28.32,30.46,,
13662,Lee Man Commercial Building,105-107 Bonham Strand,Sheung Wan,1982,,,Central and Western District,22.286163003,114.15084500100001,C,,,,
3017,Lee May Building,788-790 Nathan Road,Prince Edward,1980,,,Yau Tsim Mong District,22.326007996,114.16824799800001,C,32.13,32.13,9737,9737
3608,Lee Roy Commercial Building,57-59 Hollywood Road,Central,1988,13,608 - 972,Central and Western District,22.28287853181792,114.15298104568548,B,,,,
6634,Lee Wai Commercial Building,1-3 Hart Avenue,Tsimshatsui,1984,,,Yau Tsim Mong District,22.298122999,114.173981004,B+,,,,
1428,Lee West Commercial Building,375-379 Hennessy Road,Wanchai,1986,,"1,834",Wanchai District,22.27917105609946,114.1797776254296,C,25,25,,
7016,Legend Tower,7 Shing Yip Street,Kwun Tong,2010,,"17,000 - 18,000",Kwun Tong District,22.31086981299021,114.22631208565575,A,22,23,,
1076,Leighton Centre,77 Leighton Road,Causeway Bay,1977,,"9,243 - 16,858",Wanchai District,22.277688007,114.183144008,A,44,52,,
11202,Lever Tech Centre,69-71 King Yip Street,Kwun Tong,1995,,"5,460",Kwun Tong District,22.309291006,114.226906992,B+,,,,
144,LHT Tower,31 Queen's Road Central,Central,2011,31,"5,386 - 5,816",Central and Western District,22.282147997,114.156626001,A,90,90,,
5663,Li Dong Building,9 Li Yuen Street East,Central,2002,29,"2,296",Central and Western District,22.28289539460268,114.15637088025488,B,29.62,39,,
20,Li Po Chun Chambers,189-195 Des Voeux Road Central,Sheung Wan,1995,30,"9,516 - 9,553",Central and Western District,22.2862322,114.1538884,A+,0,80,,
6258,LiFung Tower,868-888 Cheung Sha Wan Road,Lai Chi Kok,1972,,"11,000 - 20,000",Sham Shui Po District,22.337329,114.1476139,A,18,18,,
5642,Light & Salt House,14-16 Gilman's Bazaar,Central,1966,5,895,Central and Western District,22.2848221,114.1540724,C,36.53,36.53,27692,27692
879,Lin Fook House,3 Jardine's Crescent,Causeway Bay,1981,,"1,161",Wanchai District,22.279736998,114.184267999,C,,,,
1666,Lincoln House,979 King's Road,Quarry Bay,1998,23,"14,269",Eastern District,22.287683998,114.21224600299999,A+,,,,
4526,Linkchart Centre,2 Tai Yip Street,Kwun Tong,2010,,"4,263",Kwun Tong District,22.314993998,114.21639099400001,A,20,23,,
1124,Lippo Centre Tower 1,89 Queensway,Admiralty,1987,45,"9,701 - 19,130",Central and Western District,22.278936991,114.163501998,A+,0,59.77,0,38000
1125,Lippo Centre Tower 2,89 Queensway,Admiralty,1987,41,"11,563 - 15,671",Central and Western District,22.279253007,114.16312499499999,A+,0,48,0,22000
1078,Lippo Leighton Tower,103 Leighton Road,Causeway Bay,1992,,"3,880",Wanchai District,22.277393002,114.185468006,B+,0,35.34,0,0
2297,Lippo Sun Plaza,28 Canton Road,Tsimshatsui,1992,,"25,860",Yau Tsim Mong District,22.296670998,114.169589007,A,28,39,18500,18500
1975,LKF 29,29 Wyndham Street,Central,1995,24,"2,224",Central and Western District,22.280360001,114.155507995,B+,35,38,,
9612,LL Tower,2-4 Shelley Street,Central,2018,23,"2,327 - 2,351",Central and Western District,22.28193348496743,114.153344576609,B+,,,,
2523,Lloyds Commercial Centre,8-10 Wing Lok Street,Sheung Wan,1991,23,902,Central and Western District,22.286006992,114.152981003,C,,,,
985,Lockhart Centre,301-307 Lockhart Road,Wanchai,1981,,"2,400",Wanchai District,22.2789369,114.1775389,B,25,25,,
193,Loke Yew Building,50-52 Queen's Road Central,Central,1966,11,"4,000",Central and Western District,22.282117003,114.156052995,B,49,52,,
7241,Lokville Commercial Building,25-27 Lock Road,Tsimshatsui,1998,28,"1,324",Yau Tsim Mong District,22.297777004,114.171403003,B,,,,
17453,Longfield Centre,129-131 Castle Peak Road - Yuen Long,Yuen Long,1985,,,Yuen Long District,22.4445437,114.0280265,B,,,,
57,Loon Kee Building,267-275 Des Voeux Road Central,Sheung Wan,1973,21,,Central and Western District,22.28682082683779,114.15172692776964,B,,,,
1098,Loong Wan Building,8 North Point Road,North Point,1998,,,Eastern District,22.2909487,114.1968513,C,21.05,22.52,,
989,Loyong Court Commercial Building,212-220 Lockhart Road,Wanchai,1983,,"2,520",Wanchai District,22.2781984,114.1750309,C,,,,
7331,LT Tower,31 Chong Yip Street,Kwun Tong,1965,,,Kwun Tong District,22.31377648144208,114.21927584907381,B+,19,23,,
4847,Lu Plaza,2-4 Wing Yip Street,Kwun Tong,1997,,"23,318",Kwun Tong District,22.30719414809059,114.22316847486879,A,17,19,,
1238,Lucky Building,39 Wellington Street,Central,1997,24,"827 - 2,214",Central and Western District,22.28228855219714,114.15526627608838,B+,36,42,,
2249,Lucky Centre,165-171 Wanchai Road,Wanchai,1983,,"4,200",Wanchai District,22.2769604,114.1770473,B,28,42,,
851,Lucky Commercial Centre,103-109 Des Voeux Road West,Sheung Wan,1991,,"1,800",Central and Western District,22.287994994,114.145032009,B,,,,
1053,Lucky Plaza,315-321 Lockhart Road,Wanchai,1991,,"2,270",Wanchai District,22.279119993,114.178083009,B,27,27,,
10258,Luen On House,6-7 Wo On Lane,Central,1974,5,"600 - 1,200",Central and Western District,22.2814854,114.1553265,C,,,,
1147,Luk Kwok Centre,72 Gloucester Road,Wanchai,1989,,"6,895",Wanchai District,22.27906694178314,114.1722976562696,A,40,43,,
2036,Luk Yu Building,24-26 Stanley Street,Central,1966,13,"2,850",Central and Western District,22.282192009,114.155521004,C,,,,
3735,Lyndhurst Tower,1 Lyndhurst Terrace,Central,1993,22,"4,005 - 6,191",Central and Western District,22.282622996,114.154674995,B+,16,34.96,14698,15001
7254,Magnet Place Tower 1,77-81 Container Port Road,Kwai Fong,2018,16,"15,613",Kwai Tsing District,22.355239298,114.125660316,A,13,16,,
10482,Magnet Place Tower 2,38-42 Kwai Fung Crescent,Kwai Fong,2019,15,"9,946",Kwai Tsing District,22.355565995,114.125297991,A,14,14,,
6826,Mai Wo Industrial Building,90-98 Kwai Cheong Road,Kwai Chung,1970,,,Kwai Tsing District,22.361493991,114.131967002,B+,12.39,12.39,,
2033,Mainslit Building,42-44 Stanley Street,Central,1974,6,"600 - 1,100",Central and Western District,22.28261423364036,114.1552062183659,C,,,,
2041,Malahon Centre,8-12 Stanley Street,Central,1986,22,"2,368",Central and Western District,22.28180600698671,114.15592133108471,B,40,40,,
1151,Malaysia Building,50 Gloucester Road,Wanchai,1975,,"3,400",Wanchai District,22.278911,114.1709206,B,,,,
1978,Man Cheung Building,15-17 Wyndham Street,Central,1974,12,"1,945",Central and Western District,22.28062110443274,114.15593449180582,C,35.56,35.56,,
178,Man Hing Commercial Building,79-83 Queen's Road Central,Central,1974,22,"1,770",Central and Western District,22.2835032183657,114.15537265559706,B,,,,
13665,Man Lok Building,89-93 Bonham Strand,Sheung Wan,1978,14,,Central and Western District,22.286066008,114.151341991,C,,,,
855,Man Man Mansion,43A-45 Jardine's Bazaar,Causeway Bay,1980,,"1,150",Wanchai District,22.2793482,114.185237,C,31.34,31.34,,
4269,Man On Commercial Building,12-13 Jubilee Street,Central,1974,23,"1,400",Central and Western District,22.2844373,114.1552379,C,,,,
10,Man Yee Building,68 Des Voeux Road Central,Central,1999,31,"8,590 - 11,585",Central and Western District,22.283637998,114.156059993,A+,80,100,,
2256,Mandarin Commercial House,38 Morrison Hill Road,Wanchai,1980,,900,Wanchai District,22.27695759090329,114.1802410656642,C,,,,
6829,Manhattan Centre,2-16 Kwai Cheong Road,Kwai Chung,1995,,"16,000",Kwai Tsing District,22.365150009,114.133763997,A,,,,
5256,Manhattan Place,23 Wang Tai Road,Kowloon Bay,2008,,"14,260 - 21,180",Kwun Tong District,22.319835997,114.210199992,A,25,29.88,,
6317,Manley Tower,828 Cheung Sha Wan Road,Lai Chi Kok,1972,,"10,200",Sham Shui Po District,22.3376079,114.1481621,B+,0,0,,
11407,Manly Commercial Building,15 Soy Street,Mongkok,1990,,,Yau Tsim Mong District,22.316512002,114.16907000900001,C,,,,
141,Manning House,38-48 Queen's Road Central,Central,1965,14,"4,938",Central and Western District,22.282024993,114.15612399700001,B+,60,75,,
2881,Manson House,74-78 Nathan Road,Tsimshatsui,1958,,,Yau Tsim Mong District,22.298315994,114.17231699400001,B+,,,,
4962,Manulife Financial Centre,223 Wai Yip Street,Kwun Tong,2007,23,"30,138 - 65,376",Kwun Tong District,22.30753497235513,114.22376453876495,A+,26,28,21053,21053
4587,Manulife Place,348 Kwun Tong Road,Kwun Tong,2018,23,"35,705 - 36,401",Kwun Tong District,22.31498188767055,114.21708262209015,A+,34,34,,
5365,Manulife Tower,83 Hoi Bun Road,Kwun Tong,2016,,"19,721",Kwun Tong District,22.3159461,114.2144372,A+,,,,
11524,Marina 8,8 Heung Yip Road,Wong Chuk Hang,2021,,"6,153 - 8,294",Southern District,22.2484741,114.1677273,A,24,28,,
6048,Marina House,68 Hing Man Street,Shau Kei Wan,1995,,"4,800",Eastern District,22.2807284,114.2244715,B+,18,20,,
6869,Mary Building,71-77 Peking Road,Tsimshatsui,1966,10,,Yau Tsim Mong District,22.2962433,114.1717144,B,30.23,30.23,,
6026,Mass Resources Development Building,12 Humphreys Avenue,Tsimshatsui,1994,,"3,125",Yau Tsim Mong District,22.298053997,114.172776007,B,,,,
10627,Mau Lam Commercial Building,16-18 Mau Lam Street,Jordan,1987,,,Yau Tsim Mong District,22.307627994,114.172192998,C,,,,
5435,Max Commercial Centre,138 Portland Street,Mongkok,1992,,,Yau Tsim Mong District,22.3156279,114.1695621,C,,,,
1686,Max Share Centre,373 King's Road,North Point,1991,,"4,118",Eastern District,22.290911003,114.19794300599999,B+,,,,
7919,Maxgrand Plaza,3 Tai Yau Street,Sanpokong,2016,,"18,923 - 19,152",Wong Tai Sin District,22.33820449506125,114.19926317776671,A,27,31.6,12660,16790
8014,Maxim's Centre,17 Cheung Shun Street,Lai Chi Kok,2015,,,Sham Shui Po District,22.336002,114.1470753,A,,,,
3430,Maxwell Centre,39-41 Hankow Road,Tsimshatsui,1984,,"3,203",Yau Tsim Mong District,22.297518008,114.170722009,B,31.22,31.22,,
6934,May Gar Commercial Building,288-290 Reclamation Street,Yaumatei,1978,,,Yau Tsim Mong District,22.3145007,114.1687609,C,,,,
2937,May May Building,683-685 Nathan Road,Mongkok,1963,,"3,000",Yau Tsim Mong District,22.31972137692199,114.1692291259912,C,,,,
1620,McDonald's Building,46-54 Yee Wo Street,Causeway Bay,1984,,"2,800",Wanchai District,22.279527005,114.185911997,B,,,,
4499,Mega Cube,8 Wang Kwong Road,Kowloon Bay,1988,,"128 - 1,231",Kwun Tong District,22.32220726586826,114.20660522329219,B+,,,,
147,Melbourne Plaza,33-33A Queen's Road Central,Central,1971,24,"8,506",Central and Western District,22.282409009,114.156565999,B,,,,
4275,Mercer 9,7-11 Mercer Street,Sheung Wan,1966,5,"1,043",Central and Western District,22.2854379,114.1518196,C,,,,
1404,Methodist House,36 Hennessy Road,Wanchai,1998,,"3,200",Wanchai District,22.277455997,114.170053005,B+,28,28,,
17718,Metro South Tower 1,39 Wong Chuk Hang Road,Wong Chuk Hang,1983,25,"3,108 - 4,268",Southern District,22.2488209,114.1663922,A,17,24,,
3440,Metroplaza Tower 1,223 Hing Fong Road,Kwai Fong,1991,,"15,300",Kwai Tsing District,22.357936996,114.126685001,A,26,30,,
3441,Metroplaza Tower 2,223 Hing Fong Road,Kwai Fong,1991,46,"15,300",Kwai Tsing District,22.357522992,114.126338995,A,18.48,27,8000,8008
6868,Metropole Building,53-63 Peking Road,Tsimshatsui,1966,,,Yau Tsim Mong District,22.296153994,114.171468992,C,,,,
