Date,Address,Price,Area,Ft_Price,Agency
2025-01-20,日出康城 12期B Park Seasons 2座 (2B) 22樓 C室,$659.8萬,451呎,"@$14,630",土地註冊處
2025-01-20,日出康城 12期B Park Seasons 2座 (2A) 36樓 G室,$486.5萬,325呎,"@$14,969",土地註冊處
2025-01-20,漁暉苑 日暉閣 (B座) 九樓 8室,$375萬,419呎,"@$8,950",土地註冊處
2025-01-20,麗港城 1期 車位 地下 83A號,$183萬,--,--,土地註冊處
2025-01-20,星匯居 1座 27樓 B室,$650萬,505呎,"@$12,871",土地註冊處
2025-01-20,鳳鑽苑 四樓 3室,$430萬,598呎,"@$7,191",土地註冊處
2025-01-20,竹園北邨 橡園樓 (12座) 6樓 15室,$177萬,443呎,"@$3,995",土地註冊處
2025-01-20,元朗大廈 七樓 1室,$238萬,508呎,"@$4,685",土地註冊處
2025-01-20,凱和山 3座 2樓 H室,$441.98萬,476呎,"@$9,285",土地註冊處
2025-01-20,凱和山 3座 2樓 J室,$362.09萬,384呎,"@$9,429",土地註冊處
2025-01-20,南角道54號 三樓 54號,$640萬,797呎,"@$8,030",土地註冊處
2025-01-20,南角道58號 三樓 58號,$696萬,834呎,"@$8,345",土地註冊處
2025-01-20,成業樓 五樓 A室,$260萬,308呎,"@$8,442",土地註冊處
2025-01-20,成業樓 四樓 A室,$265萬,308呎,"@$8,604",土地註冊處
2025-01-20,成業樓 四樓 B室,$279萬,285呎,"@$9,789",土地註冊處
2025-01-20,龍崗道41號 二樓 41號,$562萬,609呎,"@$9,228",土地註冊處
2025-01-20,龍崗道41號 三樓 41號,$528萬,609呎,"@$8,670",土地註冊處
2025-01-20,萬順樓 4樓 A室,$232萬,235呎,"@$9,872",土地註冊處
2025-01-20,萬順樓 2樓 A室,$241萬,235呎,"@$10,255",土地註冊處
2025-01-20,成業樓 四樓 D室,$272萬,310呎,"@$8,774",土地註冊處
2025-01-20,成業樓 六樓 B室,$291萬,285呎,"@$10,211",土地註冊處
2025-01-20,南角道57號 三樓 57號,$679萬,859呎,"@$7,905",土地註冊處
2025-01-20,萬順樓 4樓 B室,$202萬,215呎,"@$9,395",土地註冊處
2025-01-20,萬順樓 5樓 A室,$253萬,253呎,"@$10,000",土地註冊處
2025-01-20,萬順樓 5樓 B室,$215萬,219呎,"@$9,817",土地註冊處
2025-01-20,南角道51號 三樓 51號,$679萬,859呎,"@$7,905",土地註冊處
2025-01-20,南角道51號 二樓 51號,$692萬,859呎,"@$8,056",土地註冊處
2025-01-19,富安花園 3座 低層 G室,$300萬,591呎,"@$5,076",中原集團
2025-01-19,沙田第一城 5期 46座 高層 H室,"$13,800",304呎,@$45,中原集團
2025-01-19,宇晴軒 1期 5座 中層 F室,"$19,800",484呎,@$41,中原集團
2025-01-19,碧濤花園 2期 怡景閣 (C座) 低層 C室,"$36,000","1,119呎",@$32,中原集團
2025-01-19,愉景新城 1期 1座 中層 C室,"$17,200",474呎,@$36,中原集團
2025-01-19,翔龍灣 3座 中層 C室,"$18,500",427呎,@$43,中原集團
2025-01-19,日出康城 4期A 晉海 1A座 低層 E室,"$17,500",497呎,@$35,中原集團
2025-01-19,沙田廣場 華星閣 (C座) 低層 2室,"$23,800",722呎,@$33,中原集團
2025-01-19,匯璽 2A期 1B座 低層 C室,"$20,000",360呎,@$56,中原集團
2025-01-19,日出康城 6期 Lp6 2座 低層 G室,"$19,000",499呎,@$38,中原集團
2025-01-19,日出康城 2期A 領都 2座 (右翼) 低層 A室,"$29,000",971呎,@$30,中原集團
2025-01-19,天晉 天晉 2座 低層 C室,"$35,000",694呎,@$50,中原集團
2025-01-19,君德閣 中層 D室,"$30,000",705呎,@$43,中原集團
2025-01-19,星凱．堤岸 3座 高層 F室,"$19,000",347呎,@$55,中原集團
2025-01-19,龍蟠苑 龍珊閣 (A座) 高層 3室,"$16,800",426呎,@$39,中原集團
2025-01-19,維景灣畔 2期 8座 低層 G室,"$20,000",484呎,@$41,中原集團
2025-01-19,現崇山 3A座 中層 D室,"$24,000",567呎,@$42,中原集團
2025-01-19,天晉 海天晉 6B座 高層 G室,"$24,800",597呎,@$42,中原集團
2025-01-19,海日灣II 12座 低層 F室,"$17,700",435呎,@$41,中原集團
2025-01-19,立坊 中層 6室,"$15,300",305呎,@$50,中原集團
2025-01-19,I-Home 中層 D室,"$16,500",392呎,@$42,中原集團
2025-01-19,海柏花園 6座 高層 B室,"$14,500",396呎,@$37,中原集團
2025-01-19,嘉亨灣 1座 中層 G室,"$24,000",499呎,@$48,中原集團
2025-01-19,時代廣場 A座 中層 8室,"$12,600",409呎,@$31,中原集團
2025-01-19,兆康苑 兆豪閣 (M座) 低層 8室,"$15,500",568呎,@$27,中原集團
2025-01-19,萃峰 低層 C室,"$49,000",875呎,@$56,中原集團
2025-01-19,海怡半島 2期 怡翠閣 (16座) 高層 H室,"$30,000",863呎,@$35,中原集團
2025-01-19,慧雲峯 中層 C室,"$24,000",396呎,@$61,中原集團
2025-01-19,澤豐花園 澤富樓 (5座) 中層 D室,"$11,000",577呎,@$19,中原集團
2025-01-19,怡園 黃泥涌峽道2B號 4室,"$95,000","3,189呎",@$30,中原集團
2025-01-19,Eight South Lane 高層 C室,"$18,800",304呎,@$62,中原集團
2025-01-19,溱柏 7座 低層 F室,"$13,800",511呎,@$27,中原集團
2025-01-19,尚悅 1座 中層 F室,"$11,500",355呎,@$32,中原集團
2025-01-19,瑧頤 中層 B7室,"$9,500",238呎,@$40,中原集團
2025-01-19,Wetland Seasons Bay 1期 2A座 低層 C5室,"$15,500",507呎,@$31,中原集團
2025-01-18,One Innovale 3期 D座 高層 22室,$320萬,230呎,"@$13,913",中原集團
2025-01-18,Kensington Hill 低層 A室,"$45,000",864呎,@$52,中原集團
2025-01-18,花都廣場 5座 低層 H室,"$12,300",392呎,@$31,中原集團
2025-01-18,全．城匯 6座 低層 C室,"$18,300",469呎,@$39,中原集團
2025-01-18,米蘭軒 高層 A室,"$16,000",321呎,@$50,中原集團
2025-01-18,萬景峯 2座 低層 B室,"$28,500",670呎,@$43,中原集團
2025-01-18,瓏門 1期 5座 低層 F室,"$14,500",375呎,@$39,中原集團
2025-01-18,M18 低層 C室,"$17,800",315呎,@$57,中原集團
2025-01-18,Downtown 38 中層 L室,"$16,000",309呎,@$52,中原集團
2025-01-18,新港城 4期 J座 中層 3室,"$16,000",338呎,@$47,中原集團
2025-01-18,銀禧花園 7座 中層 C室,"$18,000",510呎,@$35,中原集團
2025-01-18,晉名峰 E座 低層 C室,"$22,000",586呎,@$38,中原集團
2025-01-18,凱滙 2期 3座 高層 D室,"$21,500",449呎,@$48,中原集團
2025-01-18,利奧坊．壹隅 1座 高層 E室,"$17,500",291呎,@$60,中原集團
2025-01-18,啟豐園 2座 低層 F室,"$10,500",325呎,@$32,中原集團
2025-01-18,維景灣畔 2期 10座 中層 A室,"$20,500",498呎,@$41,中原集團
2025-01-18,匯賢居 高層 A室,"$37,000",638呎,@$58,中原集團
2025-01-18,杏花邨 27座 低層 4室,"$19,500",497呎,@$39,中原集團
2025-01-18,柏蔚山 2座 高層 G室,"$63,800","1,109呎",@$58,中原集團
2025-01-18,日出康城 8期 Sea To Sky 2座 高層 F室,"$19,000",466呎,@$41,中原集團
2025-01-18,峻瀅 1期 2座 高層 C室,"$16,000",498呎,@$32,中原集團
2025-01-18,翰林峰 5座 中層 C室,"$17,500",216呎,@$81,中原集團
2025-01-18,Miami Quay 1期 1座 中層 A室,"$31,400",716呎,@$44,中原集團
2025-01-18,將軍澳中心 2期 10座 高層 C室,"$17,000",406呎,@$42,中原集團
2025-01-18,帝景灣 8座 中層 A室,"$31,000",869呎,@$36,中原集團
2025-01-18,日出康城 5期A Malibu 2A座 高層 D室,"$16,000",366呎,@$44,中原集團
2025-01-18,日出康城 9期C Ocean Marini 1座 (1A) 高層 A室,"$40,000","1,062呎",@$38,中原集團
2025-01-18,海濱南岸 7座 高層 A室,"$20,800",432呎,@$48,中原集團
2025-01-18,海逸豪園 3期 悅濤灣 11座 中層 A室,"$32,800",869呎,@$38,中原集團
2025-01-18,美孚新邨 3期 百老匯街57-59號 低層 59號C室,"$16,500",511呎,@$32,中原集團
2025-01-18,日出康城 7期B Grand Montara 1座 (1A) 中層 D室,"$26,500",769呎,@$34,中原集團
2025-01-18,浪翠園 2期 6座 中層 A室,"$19,500",747呎,@$26,中原集團
2025-01-18,映灣園 3期 悅濤軒 10座 中層 B室,"$22,500",749呎,@$30,中原集團
2025-01-18,清水灣半島 2期 5座 中層 D室,"$16,800",521呎,@$32,中原集團
2025-01-18,尚悅 3座 低層 F室,"$11,600",357呎,@$32,中原集團
2025-01-18,雋琚 低層 A室,"$28,000",559呎,@$50,中原集團
2025-01-18,泓碧 5座 低層 C室,"$14,500",319呎,@$45,中原集團
2025-01-18,囍滙 2期 3座 高層 H室,"$28,000",446呎,@$63,中原集團
2025-01-18,浪澄灣 2座 低層 A室,"$35,000",816呎,@$43,中原集團
2025-01-18,匯璽 3期 匯璽ll 3B座 中層 E室,"$20,500",349呎,@$59,中原集團
2025-01-18,藍塘傲 1座 高層 C室,"$25,000",626呎,@$40,中原集團
2025-01-18,Kennedy 38 高層 L室,"$23,500",302呎,@$78,中原集團
2025-01-18,Monaco One 1期 2B座 低層 F室,"$17,800",328呎,@$54,中原集團
2025-01-18,屯門市廣場 3期 8座 中層 M室,"$12,100",351呎,@$34,中原集團
2025-01-18,峻巒 1A期 9B座 中層 C室,"$15,000",532呎,@$28,中原集團
2025-01-18,嵐岸 2座 低層 D室,"$25,000",814呎,@$31,中原集團
2025-01-18,囍滙 2期 3座 中層 K室,"$25,500",432呎,@$59,中原集團
2025-01-18,峻巒 2C期 Park Yoho Milano 32B座 高層 B室,"$12,800",398呎,@$32,中原集團
2025-01-18,嘉湖山莊 7期 景湖居 10座 中層 A室,"$14,500",635呎,@$23,中原集團
2025-01-18,利奧坊．壹隅 2座 高層 D室,"$14,200",205呎,@$69,中原集團
2025-01-18,瓏璽 1座 中層 C室,"$55,000","1,271呎",@$43,中原集團
2025-01-18,日出康城 6期 Lp6 5座 高層 J室,"$14,000",309呎,@$45,中原集團
2025-01-18,君傲灣 3座 高層 G室,"$18,000",453呎,@$40,中原集團
2025-01-18,天晉 天晉 8座 低層 D室,"$23,800",533呎,@$45,中原集團
2025-01-17,沙田中心 新寧大廈 (G座) 高層 G室,$420萬,310呎,"@$13,548",中原集團
2025-01-17,藍天海岸 4期 水藍‧天岸 2座 中層 G室,$698萬,518呎,"@$13,475",中原集團
2025-01-17,藍天海岸 1期 2座 高層 C室,$980萬,911呎,"@$10,757",中原集團
2025-01-17,港島南岸 2期 揚海 1座 (1B) 高層 E室,"$29,500",527呎,@$56,中原集團
2025-01-17,海逸豪園 1期 綠庭軒 4座 低層 G室,"$35,500",855呎,@$42,中原集團
2025-01-17,仁禮大廈 低層 A室,"$9,500",202呎,@$47,中原集團
2025-01-17,峻瀅 II 1座 中層 D室,"$20,000",747呎,@$27,中原集團
2025-01-17,沙田第一城 4期 44座 低層 C室,"$13,500",304呎,@$44,中原集團
2025-01-17,將軍澳中心 2期 1座 中層 D室,"$19,000",465呎,@$41,中原集團
2025-01-17,君匯港 名匯 (3座) 高層 B室,"$21,000",474呎,@$44,中原集團
2025-01-17,海璇 1B期 6座 高層 E室,"$36,810",377呎,@$98,中原集團
2025-01-17,新成中心 B座 中層 7室,"$12,300",291呎,@$42,中原集團
2025-01-17,晟林 低層 C室,"$19,000",403呎,@$47,中原集團
2025-01-17,日出康城 4期A 晉海 2B座 低層 A室,"$25,000",700呎,@$36,中原集團
2025-01-17,將軍澳廣場 2期 6座 中層 D室,"$18,500",447呎,@$41,中原集團
2025-01-17,天晉 IIIB 1A座 低層 A室,"$29,000",694呎,@$42,中原集團
2025-01-17,柏傲莊 1期 2座 (2B) 低層 B室,"$32,000",667呎,@$48,中原集團
2025-01-17,星凱．堤岸 3座 高層 G室,"$17,500",347呎,@$50,中原集團
2025-01-17,嘉樂居 高層 A室,"$12,500",284呎,@$44,中原集團
2025-01-17,必嘉坊 1期 必嘉坊．曦匯 低層 F室,"$14,700",189呎,@$78,中原集團
2025-01-17,映灣園 1期 賞濤軒 2座 高層 G室,"$24,000",809呎,@$30,中原集團
2025-01-17,擎天半島 1期 5座 中層 C室,"$33,000",781呎,@$42,中原集團
2025-01-17,豐景園 2座 中層 6室,"$13,000",--,--,中原集團
2025-01-17,屯門市廣場 2期 1座 低層 H室,"$12,200",342呎,@$36,中原集團
2025-01-17,全．城匯 8座 中層 C室,"$19,800",469呎,@$42,中原集團
2025-01-17,OMA By The Sea 1座 中層 A5室,"$13,000",455呎,@$29,中原集團
2025-01-17,天晉 海天晉 6A座 中層 D室,"$17,500",368呎,@$48,中原集團
2025-01-17,太古城 安盛台 寶安閣 (28座) 高層 D室,"$24,800",602呎,@$41,中原集團
2025-01-17,迎海 4期 迎海．駿岸 7座 低層 E室,"$18,000",496呎,@$36,中原集團
2025-01-17,雲滙 2期 8座 中層 A2室,"$17,000",501呎,@$34,中原集團
2025-01-17,沙田中心 嘉寧大廈 (F座) 高層 C室,"$17,000",347呎,@$49,中原集團
2025-01-17,文熙大廈 高層 I室,"$20,000",543呎,@$37,中原集團
2025-01-17,囍滙 1期 5座 高層 F室,"$33,800",588呎,@$57,中原集團
2025-01-17,日出康城 2期B 領峰 6座 (右翼) 中層 D室,"$27,500",990呎,@$28,中原集團
2025-01-17,環宇海灣 5座 低層 E室,"$17,500",502呎,@$35,中原集團
2025-01-17,藍天海岸 1期 6座 中層 E室,"$18,000",492呎,@$37,中原集團
2025-01-17,肇輝臺8號 高層 C室,"$72,000","1,667呎",@$43,中原集團
2025-01-17,帝峰．皇殿 6座 中層 C室,"$36,000",758呎,@$47,中原集團
2025-01-17,海濱花園 車位 1樓 34號(平台D),$128萬,--,--,土地註冊處
2025-01-17,海濱花園 車位 2樓 55號(平台D),$128萬,--,--,土地註冊處
2025-01-17,冠山苑 5樓 11室,$238.58萬,--,--,土地註冊處
2025-01-17,美孚新邨 4期 百老匯街101-103號 12樓 103號C室,$608萬,666呎,"@$9,129",土地註冊處
2025-01-17,凱和山 3座 2樓 F室,$459.14萬,499呎,"@$9,201",土地註冊處
2025-01-17,瑜翠園 1座 3樓 B室,$750萬,"1,143呎","@$6,562",土地註冊處
2025-01-17,鴻都大廈 1座 8樓 C室,$368萬,314呎,"@$11,720",土地註冊處
2025-01-17,啟欣苑 A座 21樓 9室,$367.54萬,--,--,土地註冊處
2025-01-17,恒麗園 7座 21樓 B室,$820萬,828呎,"@$9,903",土地註冊處
2025-01-17,東欣苑 歡欣閣 (A座) 25樓 8室,$340萬,429呎,"@$7,925",土地註冊處
2025-01-17,東旭苑 東曉閣 (C座) 7樓 5室,$660萬,650呎,"@$10,154",土地註冊處
2025-01-17,環宇海灣 3座 52樓 D室,$900萬,695呎,"@$12,950",土地註冊處
2025-01-17,啟欣苑 B座 16樓 12室,$333.55萬,--,--,土地註冊處
2025-01-17,太湖花園 1期 7座 8樓 A室,$460萬,440呎,"@$10,455",土地註冊處
2025-01-17,囍逸 1座 20樓 C室,$560萬,467呎,"@$11,991",土地註冊處
2025-01-17,雅都花園 B座 21樓 F室,$410萬,426呎,"@$9,624",土地註冊處
2025-01-17,大同新邨 大英樓 (N座) 十二樓 6室,$265萬,274呎,"@$9,672",土地註冊處
2025-01-17,安迪樓 十樓 21號,$242萬,334呎,"@$7,246",土地註冊處
2025-01-17,太平邨 平治樓 (A座) 14樓 12室,$159萬,439呎,"@$3,622",土地註冊處
2025-01-17,啟田大廈 B座 10樓 1室,$456.8萬,526呎,"@$8,684",土地註冊處
2025-01-17,聯威新樓 9樓 6室,$320萬,328呎,"@$9,756",土地註冊處
2025-01-17,駿景園 1期 2座 19樓 E室,"$1,650萬","1,370呎","@$12,044",土地註冊處
2025-01-17,大南街68號 三樓 68號,$280萬,524呎,"@$5,344",土地註冊處
2025-01-17,西洋大樓 三樓 190號,$218萬,466呎,"@$4,678",土地註冊處
2025-01-17,譽林 9樓 C室,$974萬,494呎,"@$19,717",土地註冊處
2025-01-17,新勤樓 六樓 B室,$290萬,364呎,"@$7,967",土地註冊處
2025-01-17,嘉裕居 5樓 A室,$400萬,305呎,"@$13,115",土地註冊處
2025-01-17,萬年大廈 6樓 C室,$313.35萬,381呎,"@$8,224",土地註冊處
2025-01-17,福運大廈 1樓 C室,$430萬,465呎,"@$9,247",土地註冊處
2025-01-17,廣東道903號 四樓 903號,$300萬,612呎,"@$4,902",土地註冊處
2025-01-17,南昌大廈 三樓 2室(155號),$280萬,522呎,"@$5,364",土地註冊處
2025-01-17,土瓜灣道269號 六樓 269號,$297萬,665呎,"@$4,466",土地註冊處
2025-01-17,逸璟．龍灣 2座 17樓 D2室,"$1,210萬",892呎,"@$13,565",土地註冊處
2025-01-17,永常大樓 八樓 C室,$255萬,274呎,"@$9,307",土地註冊處
2025-01-17,太中樓 8樓 2A號,$300萬,462呎,"@$6,494",土地註冊處
2025-01-17,冠山苑 30樓 8室,$351.91萬,--,--,土地註冊處
2025-01-17,冠山苑 31樓 8室,$353.09萬,--,--,土地註冊處
2025-01-17,冠山苑 33樓 5室,$362.4萬,--,--,土地註冊處
2025-01-17,冠山苑 19樓 7室,$334.49萬,--,--,土地註冊處
2025-01-17,冠山苑 35樓 11室,$271.89萬,--,--,土地註冊處
2025-01-17,冠山苑 33樓 7室,$349.56萬,--,--,土地註冊處
2025-01-17,冠山苑 25樓 6室,$344.01萬,--,--,土地註冊處
2025-01-17,冠山苑 32樓 1室,$227.79萬,--,--,土地註冊處
2025-01-17,冠山苑 18樓 13室,$212.78萬,--,--,土地註冊處
2025-01-17,冠山苑 10樓 4室,$286.92萬,--,--,土地註冊處
2025-01-17,冠山苑 35樓 2室,$222.8萬,--,--,土地註冊處
2025-01-17,冠山苑 19樓 12室,$223.06萬,--,--,土地註冊處
2025-01-17,冠山苑 14樓 14室,$285.25萬,--,--,土地註冊處
2025-01-17,冠山苑 34樓 11室,$271.02萬,--,--,土地註冊處
2025-01-17,冠山苑 27樓 7室,$342.77萬,--,--,土地註冊處
2025-01-17,冠山苑 18樓 12室,$221.9萬,--,--,土地註冊處
2025-01-17,冠山苑 7樓 12室,$211.32萬,--,--,土地註冊處
2025-01-17,冠山苑 32樓 14室,$309.18萬,--,--,土地註冊處
2025-01-17,冠山苑 22樓 14室,$296.33萬,--,--,土地註冊處
2025-01-17,冠山苑 25樓 11室,$262.31萬,--,--,土地註冊處
2025-01-17,都會駅 2期 城中駅 7座 41樓 D室,$888萬,633呎,"@$14,028",土地註冊處
2025-01-17,都會軒 2座 17樓 22室,$760萬,473呎,"@$16,068",土地註冊處
2025-01-17,美孚新邨 5期 車位 地下 83號,$113.8萬,--,--,土地註冊處
2025-01-17,君匯港 5座 28樓 A室,$828萬,482呎,"@$17,178",土地註冊處
2025-01-17,油塘中心 車位 低層地下 19號,$171萬,--,--,土地註冊處
2025-01-17,上水名都 巴黎閣 (3座) 19樓 A室,$400萬,391呎,"@$10,230",土地註冊處
2025-01-17,東昌閣 1樓 D室,$386萬,374呎,"@$10,321",土地註冊處
2025-01-17,君匯港 名匯 (3座) 17樓 C室,$900萬,541呎,"@$16,636",土地註冊處
2025-01-17,太湖花園 1期 1座 16樓 G室,$655萬,589呎,"@$11,121",土地註冊處
2025-01-17,東廬大樓 A座 三樓 7室,$215萬,394呎,"@$5,457",土地註冊處
2025-01-17,基隆街23號 三樓 23號,$300萬,596呎,"@$5,034",土地註冊處
2025-01-17,海利大廈 9樓 D室,$370萬,290呎,"@$12,759",土地註冊處
2025-01-17,富輝花園 1座 10樓 H室,$515萬,570呎,"@$9,035",土地註冊處
2025-01-17,富威花園 車位 3樓 8C號,$130萬,--,--,土地註冊處
2025-01-17,富威花園 A座 八樓 1室,$900萬,844呎,"@$10,664",土地註冊處
2025-01-17,Miami Quay 1期 1座 27樓 C室,"$1,272.9萬",485呎,"@$26,245",土地註冊處
2025-01-17,Miami Quay 1期 1座 27樓 B室,"$1,708.4萬",661呎,"@$25,846",土地註冊處
2025-01-17,沙田中心 東寧大廈 (A座) 14樓 F室,$426.8萬,297呎,"@$14,370",土地註冊處
2025-01-17,啟欣苑 B座 14樓 9室,$382.68萬,--,--,土地註冊處
2025-01-17,海茵莊園 2座 35樓 D5室,$565.9萬,283呎,"@$19,996",土地註冊處
2025-01-17,Miami Quay 1期 1座 3樓 B室,"$1,599.5萬",661呎,"@$24,198",土地註冊處
2025-01-17,美孚新邨 3期 百老匯街41-43號 17樓 43號D室,$550萬,653呎,"@$8,423",土地註冊處
2025-01-17,偉安大廈 A座 十六樓 1A號,$310萬,390呎,"@$7,949",土地註冊處
2025-01-17,天鑽 17座 1樓 A室,$701萬,588呎,"@$11,922",土地註冊處
2025-01-17,景翠苑 二樓 13室,$358萬,544呎,"@$6,581",土地註冊處
2025-01-17,嘉運大廈 十二樓 C室,$190萬,153呎,"@$12,418",土地註冊處
2025-01-17,維港滙 1期 1座 15樓 B室,"$2,955萬",948呎,"@$31,171",土地註冊處
2025-01-17,禾笛街27號 五樓 27號,$520萬,783呎,"@$6,641",土地註冊處
2025-01-17,愛蝶灣 7座 27樓 J室,$513萬,484呎,"@$10,599",土地註冊處
2025-01-17,名城 1期 3座 9樓 NA室,$960萬,677呎,"@$14,180",土地註冊處
2025-01-17,祥雲閣 8樓 C室,"$1,438萬","1,204呎","@$11,944",土地註冊處
2025-01-17,東環 2期 1A座 6樓 5室,$530萬,456呎,"@$11,623",土地註冊處
2025-01-17,黃埔新邨 佳榮樓 (N座) 七樓 6室,$450萬,401呎,"@$11,222",土地註冊處
2025-01-17,衙前圍大樓 八樓 D室,$515萬,617呎,"@$8,347",土地註冊處
2025-01-17,合眾樓 三樓 41號,$559萬,490呎,"@$11,408",土地註冊處
2025-01-17,合眾樓 四樓 31號,$562萬,490呎,"@$11,469",土地註冊處
2025-01-17,合眾樓 七樓 31號,$570萬,490呎,"@$11,633",土地註冊處
2025-01-17,合眾樓 六樓 31號,$567萬,490呎,"@$11,571",土地註冊處
2025-01-17,合眾樓 六樓 39A號,$457萬,420呎,"@$10,881",土地註冊處
2025-01-17,冠山苑 12樓 4室,$289.5萬,--,--,土地註冊處
2025-01-17,嘉田苑 嘉祺閣 (B座) 二十六樓 6室,$393萬,469呎,"@$8,380",土地註冊處
2025-01-17,康景樓 車位 4樓 91號,$118萬,--,--,土地註冊處
2025-01-17,明珠台 車位 地庫3 145號,$159萬,--,--,土地註冊處
2025-01-17,太古城 海天花園 恆天閣 (59座) 25樓 D室,$903.5萬,588呎,"@$15,366",土地註冊處
2025-01-17,啟豐園 3座 27樓 D室,$418萬,372呎,"@$11,237",土地註冊處
2025-01-17,莊士軒 11樓 A室,$436.8萬,353呎,"@$12,374",土地註冊處
2025-01-17,昇薈 3座 32樓 B室,"$1,050萬","1,046呎","@$10,038",土地註冊處
2025-01-17,花都廣場 9座 31樓 B室,$600萬,526呎,"@$11,407",土地註冊處
2025-01-17,維港1號 1A座 29樓 F室,$941.8萬,448呎,"@$21,022",土地註冊處
2025-01-17,海茵莊園 2座 38樓 B5室,$574.6萬,288呎,"@$19,951",土地註冊處
2025-01-17,凱和山 3座 8樓 A室,$692.29萬,691呎,"@$10,019",土地註冊處
2025-01-17,黃埔花園 2期 錦桃苑 14座 16樓 C室,$330萬,288呎,"@$11,458",土地註冊處
2025-01-17,Novo Land 3B期 Fiskars 2B座 32樓 G室,$513.2萬,417呎,"@$12,307",土地註冊處
2025-01-17,林海山城 17座,"$2,106.1萬","1,160呎","@$18,156",土地註冊處
2025-01-17,太古城 金殿台 元宮閣 (21座) 16樓 C室,$988萬,723呎,"@$13,665",土地註冊處
2025-01-17,Miami Quay 1期 1座 22樓 B室,"$1,688.1萬",661呎,"@$25,539",土地註冊處
2025-01-17,港島南岸 3C期 Blue Coast II 5座 35樓 G室,"$1,028.7萬",485呎,"@$21,210",土地註冊處
2025-01-17,高臨 A1座 27樓 B室,"$1,041.2萬",416呎,"@$25,029",土地註冊處
2025-01-17,麗城花園 2期 5座 19樓 B室,$490萬,572呎,"@$8,566",土地註冊處
2025-01-17,嘉喜利大廈 七樓 C室,$245萬,316呎,"@$7,753",土地註冊處
2025-01-17,菁雋 11樓 22室,$220萬,164呎,"@$13,415",土地註冊處
2025-01-17,柏傲灣 2B座 53樓 D室,$505萬,318呎,"@$15,881",土地註冊處
2025-01-17,喜漾 2座 7樓 F室,$525萬,408呎,"@$12,868",土地註冊處
2025-01-17,麗晶花園 20座 23樓 B室,$383萬,407呎,"@$9,410",土地註冊處
2025-01-17,尚城 6座 8樓 D室,$424.2萬,526呎,"@$8,065",土地註冊處
2025-01-17,喜利大廈 5樓 L室,$183萬,226呎,"@$8,097",土地註冊處
2025-01-17,啟欣苑 B座 38樓 16室,$407.69萬,--,--,土地註冊處
2025-01-17,曉峰園 1座 17樓 B室,$643萬,546呎,"@$11,777",土地註冊處
2025-01-17,青俊苑 A座 (俊軒閣) 15樓 8室,$388萬,436呎,"@$8,899",土地註冊處
2025-01-17,青泰苑 祥泰閣 (A座) 三十二樓 9室,$549萬,645呎,"@$8,512",土地註冊處
2025-01-17,Novo Land 3B期 Fiskars 1座 26樓 A1室,$823.13萬,675呎,"@$12,195",土地註冊處
2025-01-17,凱和山 3座 18樓 M室,$557.41萬,490呎,"@$11,376",土地註冊處
2025-01-17,翠豐臺 3座 8樓 H室,$668萬,479呎,"@$13,946",土地註冊處
2025-01-17,疊茵庭 6座 15樓 F室,$498萬,575呎,"@$8,661",土地註冊處
2025-01-17,喜盈 37樓 E室,$736萬,526呎,"@$13,992",土地註冊處
2025-01-17,匯璽 5期 匯璽III 7座 23樓 L室,"$1,055萬",526呎,"@$20,057",土地註冊處
2025-01-17,金基樓 五樓 493號,$180萬,417呎,"@$4,317",土地註冊處
2025-01-17,Novo Land 3B期 Fiskars 1座 15樓 K室,$549.53萬,438呎,"@$12,546",土地註冊處
2025-01-17,冠山苑 28樓 15室,$312.33萬,--,--,土地註冊處
2025-01-17,冠山苑 27樓 14室,$302.88萬,--,--,土地註冊處
2025-01-17,維景灣畔 2期 8座 52樓 C室,$882萬,660呎,"@$13,364",土地註冊處
2025-01-17,登龍閣 十八樓 C室,$388萬,308呎,"@$12,597",土地註冊處
2025-01-17,穗禾苑 詠茂閣 (G座) 20樓 10室,$315萬,411呎,"@$7,664",土地註冊處
2025-01-17,禮頓山 6座 6樓 B室,"$8,130萬","1,724呎","@$47,158",土地註冊處
2025-01-17,宏華大廈 三樓 E室,$290萬,578呎,"@$5,017",土地註冊處
2025-01-17,金橋華廈 十一樓 16室,$280萬,410呎,"@$6,829",土地註冊處
2025-01-17,愉田苑 愉逸閣 (E座) 十九樓 8室,$440萬,414呎,"@$10,628",土地註冊處
2025-01-17,凱和山 3座 9樓 A室,$697.9萬,691呎,"@$10,100",土地註冊處
2025-01-17,港島南岸 1期 晉環 2座 (2A) 35樓 G室,$942.7萬,370呎,"@$25,478",土地註冊處
2025-01-17,健威花園 C座 18樓 8室,$475萬,446呎,"@$10,650",土地註冊處
2025-01-17,錦豐園 車位 2樓 30號,$128萬,--,--,土地註冊處
2025-01-17,嘉兆軒 B座,$705萬,792呎,"@$8,902",土地註冊處
2025-01-17,美孚新邨 3期 百老匯街45-47號 3樓 45號C室,$493萬,532呎,"@$9,267",土地註冊處
2025-01-17,滙都 2期 滙都 II 5座 1樓 A02室,$325.15萬,318呎,"@$10,225",土地註冊處
2025-01-17,滙都 2期 滙都 II 5座 2樓 A03室,$423.82萬,431呎,"@$9,833",土地註冊處
2025-01-17,滙都 2期 滙都 II 5座 5樓 A10室,$349.78萬,338呎,"@$10,349",土地註冊處
