queriedDistrict,queriedCode,propertyID,buildingNameEn,address,developers,opDateDisplayName,floorDisplayName,districtNameEn,zoneEn,sellCount,rentCount,transCount
Kwun Tong,WS032,92359fe5-92fc-45be-9669-791c6c8647db,Shing Yip Industrial Building,19-21 Shing Yip Street,Yu Tai Hing Company Limited,1987 Year,14 Floor(s),Kwun Tong,Kowloon,21,9,33
Kwun Tong,WS032,de8170cd-3c30-417c-83b7-515cfeeeb9e3,Hoi Luen Industrial Centre Block A,55 Hoi Yuen Road,Cheung Kong (Holdings) Limited,1985 Year,14 Floor(s),Kwun Tong,Kowloon,12,16,50
Kwun Tong,WS032,67ab26c7-4c4a-4370-9d52-bca31076fc0d,Everest Industrial Centre,396 Kwun Tong Road,Genright Investment Limited,1987 Year,14 Floor(s),Kwun Tong,Kowloon,18,8,19
Kwun Tong,WS032,bc45fa97-cf1b-4cd8-a923-419e5f19e38d,APEC Plaza,49 Hoi Yuen Road,Sun Hung Kai Properties Limited,1995 Year,26 Floor(s),Kwun Tong,Kowloon,0,21,11
Kwun Tong,WS032,f92f9ae7-8944-46ee-b7bd-7baa996c78fd,THE ICON,320-322 Kwun Tong Road,,1966 Year,11 Floor(s),Kwun Tong,Kowloon,19,7,26
Kwun Tong,WS032,aa968a76-5229-4a74-b212-6137659775ae,World Tech Centre,95 How Ming Street,"The Wharf(Holdings)Limited, Wheelock Properties Limited",1992 Year,22 Floor(s),Kwun Tong,Kowloon,12,9,10
Kwun Tong,WS032,51b740fe-b340-4c64-a507-89eaa3e29fc3,Yau Tong Industrial City Block A,17 Ko Fai Road,Sino Land Company Limited,1988 Year,14 Floor(s),Kwun Tong,Kowloon,1,18,17
Kwun Tong,WS032,c31b2f31-53af-43bf-800f-e28cb62879ba,Manulife Financial Centre - Tower A,223 Wai Yip Street,Sun Hung Kai Properties Limited / Henderson Land Development Company Limited,2007 Year,24 Floor(s),Kwun Tong,Kowloon,1,17,5
Kwun Tong,WS032,8deb4a44-41c3-4233-a3e4-b1cc7287eaad,Yau Tong Industrial City Block B,17 Ko Fai Road,Sino Land Company Limited,1988 Year,14 Floor(s),Kwun Tong,Kowloon,7,12,18
Kwun Tong,WS032,87b916b1-cdfd-4944-9143-fccb7b6ce24b,Entrepot Centre,117 How Ming Street,Sun Hung Kai Properties Limited,1994 Year,21 Floor(s),Kwun Tong,Kowloon,12,6,8
Kwun Tong,WS032,2f44dbf1-1396-4f4c-bb13-b9efb4c94252,Kwun Tong Industrial Centre Block 4,436-446 Kwun Tong Road,,1980 Year,13 Floor(s),Kwun Tong,Kowloon,12,9,19
Kwun Tong,WS032,84bd248a-a8f3-470f-ad05-00fde645421f,New City Centre,2 Lei Yue Mun Road,Ryoden Property Development Company Limited,1983 Year,14 Floor(s),Kwun Tong,Kowloon,13,6,17
Kwun Tong,WS032,f05e5829-1b61-4c19-be57-7aef79643bbe,One Pacific Centre,414 Kwun Tong Road,,2012 Year,35 Floor(s),Kwun Tong,Kowloon,0,16,4
Kwun Tong,WS032,78ed3493-4920-4a16-b85f-54638e67a5e3,C-Bons International Center,108 Wai Yip Street,Sun Hung Kai Properties Limited,2009 Year,26 Floor(s),Kwun Tong,Kowloon,14,6,4
Kwun Tong,WS032,50cac799-03a4-4121-a7ae-078a31c4e323,Pan Asia Centre,137 Wai Yip Street,,1994 Year,23 Floor(s),Kwun Tong,Kowloon,0,16,2
Kwun Tong,WS032,cc048ec9-dcc9-42e9-94e3-59348575fba9,Kwong Sang Hong Centre,151 Hoi Bun Road,Kwong Sang Hong,1992 Year,18 Floor(s),Kwun Tong,Kowloon,14,6,20
Kwun Tong,WS032,1ffc378d-4473-4217-ad60-9eaafcfb8d67,Seaview Centre,139 Hoi Bun Road,Laws Property Holdings Limited,1991 Year,22 Floor(s),Kwun Tong,Kowloon,7,12,9
Kwun Tong,WS032,8d2e1e2e-2382-42df-ac3c-290686a2e24e,Hung To Industrial Building,80 Hung To Road,Chinachem Group,1983 Year,14 Floor(s),Kwun Tong,Kowloon,13,2,3
Kwun Tong,WS032,08e7cb1c-b6bf-4455-a878-39607eaea92d,One Harbour Square,181 Hoi Bun Road,Sun Hung Kai Properties Limited,2013 Year,25 Floor(s),Kwun Tong,Kowloon,2,13,1
Kwun Tong,WS032,e08e8401-b84a-4d7e-ad0d-610e54ecd574,Kwun Tong Industrial Centre Block 1,472-484 Kwun Tong Road,,1978 Year,13 Floor(s),Kwun Tong,Kowloon,12,6,17
Kwun Tong,WS032,c7fefca3-ddb1-4fb2-903b-dd425713e43b,Treasure Centre,42 Hung To Road,Nan Fung Development Limited,1996 Year,25 Floor(s),Kwun Tong,Kowloon,13,3,22
Kwun Tong,WS032,5c024323-e38f-4513-b025-cfac24210df7,Century Centre (KT),44-46 Hung To Road,Hsin Chong Properties Limited,1983 Year,16 Floor(s),Kwun Tong,Kowloon,10,7,22
Kwun Tong,WS032,db5e68f0-4cb9-4635-9e1b-25f25aa27c18,Manning Industrial Building,116-118 How Ming Street,,1977 Year,17 Floor(s),Kwun Tong,Kowloon,14,5,15
Kwun Tong,WS032,9d0ee886-4826-4f95-b4e1-9dd4cc4f9f37,Fullerton Centre,19 Hung To Road,Sino Land Company Limited,1996 Year,23 Floor(s),Kwun Tong,Kowloon,0,15,0
Kwun Tong,WS032,cb694adb-0e00-426e-be7d-e8244e091ecd,Hoi Luen Industrial Centre Block B,55 Hoi Yuen Road,Cheung Kong (Holdings) Limited,1985 Year,14 Floor(s),Kwun Tong,Kowloon,12,4,21
Kwun Tong,WS032,2be7e29a-d38b-4b0c-8345-ab40224fee27,Tamson Plaza (Revitalized),161 Wai Yip Street,Lai Sun Development Company Limited,1998 Year,24 Floor(s),Kwun Tong,Kowloon,0,15,4
Kwun Tong,WS032,8184c31c-7a72-4ad9-ac4d-f1f94d940362,Mai Tak Industrial Building,221 Wai Yip Street,,1970 Year,12 Floor(s),Kwun Tong,Kowloon,14,1,15
Kwun Tong,WS032,bb3f7b96-67e3-4bab-b634-356bbd32a863,King Win Factory Building,65-67 King Yip Street,,1980 Year,14 Floor(s),Kwun Tong,Kowloon,13,4,6
Kwun Tong,WS032,58843155-32cc-4611-a35a-84c520d6b6df,Remington Centre,23 Hung To Road,Wing Tai Properties Estate Agents Limited,1996 Year,23 Floor(s),Kwun Tong,Kowloon,0,13,0
Kwun Tong,WS032,cca42e11-66f0-484e-8788-77d8a9924282,Nanyang Plaza,57 Hung To Road,Nangyang Cotton Mill Limited,1995 Year,30 Floor(s),Kwun Tong,Kowloon,5,10,13
Kwun Tong,WS032,1c6cddbd-8229-402f-aecf-866b9b9e7526,Billion Trade Centre,31 Hung To Road,Sun Hung Kai Properties Limited,1995 Year,25 Floor(s),Kwun Tong,Kowloon,6,12,4
Kwun Tong,WS032,06c3b010-9490-4dc2-a85a-6e9a95a6a26c,Gravity,29 Hing Yip Street,Hip Shing Hong Development Company Limited,,33 Floor(s),Kwun Tong,Kowloon,0,13,21
Kwun Tong,WS032,4dbd41e0-d4a2-4212-a59e-17e66ae6c52e,Yau Lee Centre,45 Hoi Yuen Road,,1978 Year,14 Floor(s),Kwun Tong,Kowloon,11,3,11
Kwun Tong,WS032,c10669b6-bfd2-40aa-977b-bda3618b15ae,Rykadan Capital Tower,135-137 Hoi Bun Road,"Rykadan Capital Limited, KaiLong Group, Secured Capital Investment Management Company Limited",2013 Year,25 Floor(s),Kwun Tong,Kowloon,8,9,3
Kwun Tong,WS032,262dc236-e32e-4ae9-b840-d8be9f016dd9,High Win Factory Building,47 Hoi Yuen Road,,1981 Year,14 Floor(s),Kwun Tong,Kowloon,10,4,13
Kwun Tong,WS032,8063c3c7-d492-4483-bb18-115e844b3586,Lok Kui Industrial Building,6-8 Hung To Road,,1979 Year,12 Floor(s),Kwun Tong,Kowloon,5,7,1
Kwun Tong,WS032,747704a8-872b-4828-8581-ce244b8c368e,Wong Tze Building,71 Hoi Yuen Road,,1988 Year,13 Floor(s),Kwun Tong,Kowloon,0,11,0
Kwun Tong,WS032,b76390a9-e318-421d-bf8d-bd7fc503972c,Selwyn Factory Building,404 Kwun Tong Road,,1979 Year,15 Floor(s),Kwun Tong,Kowloon,10,4,9
Kwun Tong,WS032,6372f7ff-5b9e-4fe8-a992-b1d2a8ac6338,Sunbeam Centre,27 Shing Yip Street,,1986 Year,15 Floor(s),Kwun Tong,Kowloon,7,6,54
Kwun Tong,WS032,23bb6eb8-8994-47a2-a73e-8061938b04fe,Camelpaint Buildings Block I,62 Hoi Yuen Road,Camelpaint,1981 Year,13 Floor(s),Kwun Tong,Kowloon,1,10,48
Kwun Tong,WS032,b4657a17-6eb3-4adc-b16b-51534cb62ea7,King Yip Factory Building,59 King Yip Street,Aik San Realty Limited,1977 Year,14 Floor(s),Kwun Tong,Kowloon,7,6,25
Kwun Tong,WS032,beafe89a-4886-4725-a405-cc081a771fb5,Kwun Tong Industrial Centre Block 3,448-458 Kwun Tong Road,,1979 Year,13 Floor(s),Kwun Tong,Kowloon,8,4,22
Kwun Tong,WS032,9c97f89d-7ecf-4dc5-9a2b-06d5cb1bd27f,Lemmi Centre,50 Hoi Yuen Road,,1996 Year,22 Floor(s),Kwun Tong,Kowloon,8,4,25
Kwun Tong,WS032,82e4692b-efa2-47f6-b51b-6cea18e3dfd8,Kwun Tong Industrial Centre Block 2,460-470 Kwun Tong Road,,1979 Year,13 Floor(s),Kwun Tong,Kowloon,11,2,16
Kwun Tong,WS032,003065f6-c612-4c35-8358-59ea1a803c7f,GR8 Inno-Tech Centre,46 Tsun Yip Street,,,17 Floor(s),Kwun Tong,Kowloon,6,5,22
Kwun Tong,WS032,72232bf0-d781-430d-9e00-46c5a30ca5a5,Ko Fai Industrial Building,7 Ko Fai Road,,1978 Year,11 Floor(s),Kwun Tong,Kowloon,7,5,11
Kwun Tong,WS032,733cda1a-f7ea-4ddb-9ce3-f3757964567f,Gee Luen Factory Building,316-318 Kwun Tong Road,,1971 Year,15 Floor(s),Kwun Tong,Kowloon,9,2,5
Kwun Tong,WS032,f398a985-3801-4aee-8a6d-71e4c92acb4b,Millennium City Phase 3,370 Kwun Tong Road,Sun Hung Kai Properties Limited,2004 Year,23 Floor(s),Kwun Tong,Kowloon,8,2,2
Kwun Tong,WS032,96b5c4c1-076f-4cca-804c-0fff9a1c554e,How Ming Factory Building,99 How Ming Street,,1970 Year,14 Floor(s),Kwun Tong,Kowloon,0,10,13
Kwun Tong,WS032,aada28c5-8315-4ffc-8a34-d2cbb85d8b4e,Speedy Industrial Building,114 How Ming Street,,1980 Year,13 Floor(s),Kwun Tong,Kowloon,3,9,0
Kwun Tong,WS032,906b8c1f-d799-4144-b5a5-972b2badf057,Prosperity Center,25 Chong Yip Street,Cheung Kong (Holdings) Limited,1999 Year,30 Floor(s),Kwun Tong,Kowloon,4,6,4
Kwun Tong,WS032,dae89b41-f0ed-42a3-b747-6c5589f34504,Capital Trade Centre,62 Tsun Yip Street,Sun Hung Kai Properties Limited,1995 Year,23 Floor(s),Kwun Tong,Kowloon,7,6,9
Kwun Tong,WS032,b5ba9d94-6d30-4ab9-a8be-8e35739e7171,The Grid,133 Wai Yip Street,Gaw Capital,1969 Year,12 Floor(s),Kwun Tong,Kowloon,0,10,0
Kwun Tong,WS032,dae4e435-19c0-453e-9178-47d1068b1a71,Hung Tai Industrial Building,37-39 Hung To Road,Cheung Kong (Holdings) Limited,1991 Year,14 Floor(s),Kwun Tong,Kowloon,7,2,8
Kwun Tong,WS032,232daf08-d29f-49c9-a487-61efcee32f38,Millennium City 1 Tower 1,388 Kwun Tong Road,Sun Hung Kai Properties Limited,1998 Year,30 Floor(s),Kwun Tong,Kowloon,0,9,12
Kwun Tong,WS032,02d8a231-e851-400c-9f6e-432cb917201e,Kwun Tong View,410 Kwun Tong Road,,2002 Year,25 Floor(s),Kwun Tong,Kowloon,0,9,4
Kwun Tong,WS032,516272b3-de78-4584-ac80-f21855002984,Manulife Financial Centre - Tower B,223 Wai Yip Street,Sun Hung Kai Properties Limited / Henderson Land Development Company Limited,2007 Year,24 Floor(s),Kwun Tong,Kowloon,0,9,4
Kwun Tong,WS032,9da839b4-2164-4489-b35a-021ba5ed8b01,Mai Tong Industrial Building,22 Sze Shan Street,,1977 Year,4 Floor(s),Kwun Tong,Kowloon,8,0,0
Kwun Tong,WS032,1d8745cd-eb5c-47eb-92d6-44c2c4f79719,Wing Shan Industrial Building,428 Cha Kwo Ling Road,,1984 Year,16 Floor(s),Kwun Tong,Kowloon,0,8,5
Kwun Tong,WS032,a802d6c0-ae81-41a4-8f34-7cc38d2407a7,Crown Industrial Building,106 How Ming Street,Kerry Properties Limited,1989 Year,15 Floor(s),Kwun Tong,Kowloon,7,3,4
Kwun Tong,WS032,54649034-e33f-484a-a9e8-80d85edf6567,Benson Tower,74 Hung To Road,,1998 Year,24 Floor(s),Kwun Tong,Kowloon,0,8,5
Kwun Tong,WS032,bb755681-4f0f-48a8-a427-c92dfa722774,Texwood Plaza,144 Wai Yip Street,,1971 Year,13 Floor(s),Kwun Tong,Kowloon,0,8,1
Kwun Tong,WS032,3cdc82d8-a801-4415-a16e-fdb252c3150e,The Whitney,183 Wai Yip Street,Texwood Group Limited,,14 Floor(s),Kwun Tong,Kowloon,1,7,1
Kwun Tong,WS032,348ca5cb-8eea-4dd2-84cb-4e31793f79c1,Tsun Win Factory Building,60 Tsun Yip Street,,1980 Year,14 Floor(s),Kwun Tong,Kowloon,4,3,2
Kwun Tong,WS032,65e66974-9b3a-4941-abed-1e412f120bc8,Union Hing Yip Factory Building,20 Hing Yip Street,,1980 Year,13 Floor(s),Kwun Tong,Kowloon,6,1,4
Kwun Tong,WS032,0114184e-a5b2-45f3-b0e3-88c7bb805c9a,Winner Factory Building,55 Hung To Road,,1978 Year,15 Floor(s),Kwun Tong,Kowloon,7,2,20
Kwun Tong,WS032,76983d76-b863-4f61-bdbd-99f5996043dd,Yip Win Factory Building,10 Tsun Yip Lane,,1980 Year,14 Floor(s),Kwun Tong,Kowloon,6,2,12
Kwun Tong,WS032,6e8df643-6335-4400-9c34-6f2be5c7299a,Fook Cheong Building (KT),63 Hoi Yuen Road,,1972 Year,14 Floor(s),Kwun Tong,Kowloon,3,4,33
Kwun Tong,WS032,2fbcee5b-16ba-43f8-8fb1-faa288a8c092,Wah Shing Centre (KT),11 Shing Yip Street,Chinachem Group,1990 Year,14 Floor(s),Kwun Tong,Kowloon,6,1,15
Kwun Tong,WS032,9b4f75a5-51ed-403c-aef5-ba6cfe669eca,Ricky Centre,36 Chong Yip Street,Nan Fung Development Limited,1995 Year,23 Floor(s),Kwun Tong,Kowloon,7,0,16
Kwun Tong,WS032,15504e11-898f-45eb-b484-2f83932785c3,Mow Hing Factory Building,205 Wai Yip Street,,1970 Year,12 Floor(s),Kwun Tong,Kowloon,4,3,8
Kwun Tong,WS032,0edd85a4-1590-42b3-bd68-1b33bbe9590b,Mai Hing Industrial Building Block B,16-18 Hing Yip Street,,1981 Year,13 Floor(s),Kwun Tong,Kowloon,5,3,3
Kwun Tong,WS032,68d47fe4-e620-44db-be60-191283213e77,Union Building,112 How Ming Street,,1980 Year,12 Floor(s),Kwun Tong,Kowloon,0,6,0
Kwun Tong,WS032,2ef41ccc-2680-40ae-929a-c5434f5358de,Wing Cheung Industrial Building (KT),109 How Ming Street,Tai Cheung Properties Limited,1988 Year,15 Floor(s),Kwun Tong,Kowloon,4,2,10
Kwun Tong,WS032,cb8f7e44-cf4f-4f6d-8662-cbd4f77e023b,Wing Hing Industrial Building (KT),14 Hing Yip Street,Wing Tai Properties Estate Agents Limited,1981 Year,13 Floor(s),Kwun Tong,Kowloon,5,3,6
Kwun Tong,WS032,ba370b21-d79d-411d-a9f2-fad29a0d02eb,Winful Centre,30 Shing Yip Street,Chinachem Group,1992 Year,14 Floor(s),Kwun Tong,Kowloon,5,2,3
Kwun Tong,WS032,5280119b-6389-4afe-996a-57d536ccb9c5,Howard Factory Building,66 Tsun Yip Street,,1980 Year,15 Floor(s),Kwun Tong,Kowloon,5,1,3
Kwun Tong,WS032,5d7f5ef2-fde5-4861-a2f7-13a39841acc3,Hoi Bun Industrial Building,6 Wing Yip Street.,,1981 Year,14 Floor(s),Kwun Tong,Kowloon,6,0,3
Kwun Tong,WS032,2971bb22-e210-4980-ac9f-8d791949e6aa,JC Tower,91 Wai Yip Street,,1975 Year,11 Floor(s),Kwun Tong,Kowloon,0,6,1
Kwun Tong,WS032,3ba56a1a-0b7f-4897-a6a3-f536cd5023de,52 Hung To Road,52 Hung To Road,Henderson Real Estate Agency Limited,2008 Year,15 Floor(s),Kwun Tong,Kowloon,1,4,27
Kwun Tong,WS032,06cb37ed-f15c-4920-85b7-f3260e0d55da,Lanton Industrial Building,99 Wai Yip Street,,1967 Year,9 Floor(s),Kwun Tong,Kowloon,5,1,2
Kwun Tong,WS032,54a4b5ef-2f24-4308-b761-da563bfa4e94,Mai Hing Industrial Building Block A,16-18 Hing Yip Street,,1981 Year,13 Floor(s),Kwun Tong,Kowloon,3,2,12
Kwun Tong,WS032,c9f5640e-e700-456e-820b-8772ad5c8f4f,Hung Fuk Factory Building,60 Hung To Road,,1971 Year,13 Floor(s),Kwun Tong,Kowloon,5,0,7
Kwun Tong,WS032,05c83b30-fe73-4eb5-8c92-a2f0c271fcbb,Free Trade Centre,49 Tsun Yip Street,Sun Hung Kai Properties Limited,1994 Year,16 Floor(s),Kwun Tong,Kowloon,5,0,4
Kwun Tong,WS032,7dc91941-3a39-4a77-92e9-125903fce579,1 Hung To Road,1 Hung To Road,Chinachem Group,1994 Year,32 Floor(s),Kwun Tong,Kowloon,1,4,18
Kwun Tong,WS032,9c845862-9013-4f8f-91fe-b893f4967f97,Keysky Industrial Building,151 Wai Yip Street,,1970 Year,12 Floor(s),Kwun Tong,Kowloon,5,1,1
Kwun Tong,WS032,17861402-05e7-4a1e-89cb-61e5b7361827,Career And Kenson Industrial Mansion,58 Hung To Road,,1970 Year,10 Floor(s),Kwun Tong,Kowloon,4,2,13
Kwun Tong,WS032,83b1f750-2cc9-4246-a7c9-22f5e70ee5be,Cantake Factory Building,172 Wai Yip Street,,1982 Year,14 Floor(s),Kwun Tong,Kowloon,5,1,1
Kwun Tong,WS032,edeb2ca9-78d1-4743-9539-aa2411facfa1,Hing Yip Centre (KT),31 Hing Yip Street,Hong Kong Resort Company Limited,1985 Year,14 Floor(s),Kwun Tong,Kowloon,4,1,4
Kwun Tong,WS032,181de1a4-460e-49a4-9688-f295115ee256,International Industrial Building (KT),175 Hoi Bun Road,International CementHong KongLimited,1966 Year,12 Floor(s),Kwun Tong,Kowloon,4,2,4
Kwun Tong,WS032,6e228fad-27ee-4693-ab28-1f6cae1bc26b,Well Town Industrial Building,13 Ko Fai Road,,1976 Year,10 Floor(s),Kwun Tong,Kowloon,1,4,1
Kwun Tong,WS032,512734b0-1f34-4e13-ba9b-d2a7dc21c247,Winful Industrial Building,15-17 Tai Yip Street,,1979 Year,13 Floor(s),Kwun Tong,Kowloon,4,1,4
Kwun Tong,WS032,25876554-3415-406e-bd5a-df35c76b8907,Kevin Wong Development Building,11 Tai Yip Street,,1966 Year,12 Floor(s),Kwun Tong,Kowloon,0,4,0
Kwun Tong,WS032,f80c7c55-ab97-407b-9f99-533acf79e623,Viet Luen Factory Building,126 Wai Yip Street,,1969 Year,13 Floor(s),Kwun Tong,Kowloon,4,0,1
Kwun Tong,WS032,0aa4aac0-c711-4bde-9417-16105e6b7d4e,Wang Kwong Industrial Building,45 Hung To Road,,1978 Year,14 Floor(s),Kwun Tong,Kowloon,4,1,17
Kwun Tong,WS032,f5910d12-a114-4cbb-90e4-22572ade5e40,Yau Tong Industrial Building Block 3,2 Sze Shan Street,,1979 Year,8 Floor(s),Kwun Tong,Kowloon,0,4,8
Kwun Tong,WS032,e6372b4e-1bb3-4bd9-8d1d-237b0767159a,Wing Tai Centre,12 Hing Yip Street,,1981 Year,13 Floor(s),Kwun Tong,Kowloon,3,2,44
Kwun Tong,WS032,0384b127-983a-4828-aac6-534de9194d42,Link Chart Centre,2 Tai Yip Street,Ching Yee,2009 Year,26 Floor(s),Kwun Tong,Kowloon,0,4,3
Kwun Tong,WS032,41d40e94-0de2-4ee6-885d-0bd919831033,Chuan Yuan Factory Building,342-344 Kwun Tong Road,,1966 Year,11 Floor(s),Kwun Tong,Kowloon,3,1,13
Kwun Tong,WS032,1e715a46-50e8-480b-aa50-a8ffa361e83c,Millennium City 5 - BEA Tower,418 Kwun Tong Road,Sun Hung Kai Properties Limited,2004 Year,42 Floor(s),Kwun Tong,Kowloon,0,4,5
Kwun Tong,WS032,bf74f716-1926-4dee-a92e-6d9ed62da1d6,Kin Sang Commercial Centre,49 King Yip Street,Sun Hung Kai Properties Limited,2013 Year,30 Floor(s),Kwun Tong,Kowloon,2,2,5
Kwun Tong,WS032,8ad5b117-15ec-445b-9017-84d9d8e4a1df,Hong Kong Manufacturing Building,128 Wai Yip Street,,1970 Year,13 Floor(s),Kwun Tong,Kowloon,4,0,1
Kwun Tong,WS032,35b73796-8b96-43c0-9d8b-e4e7e5614365,Yen Sheng Centre,64 Hoi Yuen Road,,1995 Year,23 Floor(s),Kwun Tong,Kowloon,1,3,16
Kwun Tong,WS032,41196d16-5a55-4111-944f-ddac5f671c16,Hung Tat Industrial Building,43 Hung To Road,Cheung Kong (Holdings) Limited,1990 Year,14 Floor(s),Kwun Tong,Kowloon,3,1,8
Kwun Tong,WS032,2b09903c-69de-4196-9cd8-0581ac223f6b,Wah Hung Center,41 Hung To Road,Chinachem Group,1991 Year,14 Floor(s),Kwun Tong,Kowloon,4,0,5
Kwun Tong,WS032,d4ea4f3b-64a8-44fe-ae88-72af3972c738,Good Luck Industrial Building,105 How Ming Street,,1981 Year,14 Floor(s),Kwun Tong,Kowloon,2,3,5
Kwun Tong,WS032,c6742177-87fc-42f7-96f5-3e5ccddd3945,Peter Leung Industrial Building,103 Wai Yip Street,,1975 Year,12 Floor(s),Kwun Tong,Kowloon,3,0,7
Kwun Tong,WS032,f0797fa0-39e0-42ad-8095-bf3cddefd21f,Mai Hong Industrial Building,160 Wai Yip Street,,1978 Year,18 Floor(s),Kwun Tong,Kowloon,0,3,1
Kwun Tong,WS032,83fd0701-6f71-4b08-98e4-390c1748ad86,Shiu Fat Industrial Building,139-141 Wai Yip Street,E. Wah Realty Limited,1988 Year,14 Floor(s),Kwun Tong,Kowloon,3,0,6
Kwun Tong,WS032,2162fbb8-b0ef-4819-82c4-c5d97dca0155,Ming Sang Industrial Building,19-21 Hing Yip Street,,1972 Year,11 Floor(s),Kwun Tong,Kowloon,2,2,9
Kwun Tong,WS032,dc4752a8-a678-4f1c-a6fc-716502eb2581,Sunray Industrial Centre,610 Cha Kwo Ling Road,Sino Land Company Limited,1980 Year,12 Floor(s),Kwun Tong,Kowloon,1,2,5
Kwun Tong,WS032,3da15713-de68-4e15-8c89-270c031c930a,Wah Shun Industrial Building,4 Cho Yuen Street,Chinachem Group,1979 Year,8 Floor(s),Kwun Tong,Kowloon,2,1,3
Kwun Tong,WS032,d52e611f-0ddc-471b-88e6-50e4ce508d65,Joint Venture Factory Building,76 Hung To Road,Chinachem Group,1981 Year,14 Floor(s),Kwun Tong,Kowloon,3,1,3
Kwun Tong,WS032,e5c961e0-258a-4140-af03-2874ca0e90fe,Seapower Industrial Centre,177 Hoi Bun Road,,1972 Year,10 Floor(s),Kwun Tong,Kowloon,3,0,4
Kwun Tong,WS032,a45a6dba-1fea-47f8-8ade-fb69e3765671,Long Life Industrial Building,15 Ko Fai Road,,1976 Year,10 Floor(s),Kwun Tong,Kowloon,2,1,1
Kwun Tong,WS032,2bdeaaaf-39b8-44a6-ac48-36f678c096f0,Wah Lee Industrial Building,11 Sze Shan Street,,1977 Year,8 Floor(s),Kwun Tong,Kowloon,3,2,1
Kwun Tong,WS032,79aeb2f9-3de2-4128-971b-d375a6f55a21,Wah Fai Industrial Building,4 Sze Shan Street,,1977 Year,7 Floor(s),Kwun Tong,Kowloon,2,2,15
Kwun Tong,WS032,5bbe9c58-117a-477a-ab86-5be15a0f3f99,Fu Hop Factory Building,209-211 Wai Yip Street,,1965 Year,12 Floor(s),Kwun Tong,Kowloon,3,0,2
Kwun Tong,WS032,66981e83-90a4-457b-8b59-550692e12978,Union Industrial Building Block A,27 Ko Fai Road,,1981 Year,6 Floor(s),Kwun Tong,Kowloon,0,3,0
Kwun Tong,WS032,e772db27-b4a7-4f39-a36e-2a16c33d2951,Chilcott Industrial Building,97 Wai Yip Street,,1979 Year,12 Floor(s),Kwun Tong,Kowloon,0,3,0
Kwun Tong,WS032,26ab7e52-fc6c-447c-bada-b9ab858562aa,Kras Asia Industrial Building,79 Hung To Road,,1975 Year,11 Floor(s),Kwun Tong,Kowloon,1,3,0
Kwun Tong,WS032,65c4fa5d-742b-462e-8655-197a8bedbf82,Fun Tower,35 Hung To Road,First Group Holdings Limited,2013 Year,36 Floor(s),Kwun Tong,Kowloon,3,0,5
Kwun Tong,WS032,8855a6cc-3a4f-4a55-81e7-ed0d0f9ed520,Tungtex Building,203 Wai Yip Street,,1977 Year,12 Floor(s),Kwun Tong,Kowloon,0,3,0
Kwun Tong,WS032,fe006b5e-259d-4d8e-a03b-d8f42581918f,THE OZONE,134 Wai Yip Street,Laws Property Holdings Limited,1966 Year,12 Floor(s),Kwun Tong,Kowloon,1,1,4
Kwun Tong,WS032,5e3a5ae1-5f1d-4af1-80a9-a367f13ae158,China Aerospace Centre,143 Hoi Bun Road,Lai Sun Development Company Limited,1996 Year,20 Floor(s),Kwun Tong,Kowloon,2,1,1
Kwun Tong,WS032,fdfbf162-4497-4f1d-b0bc-eeb228d7ae5f,Unify Commercial Industrial Building,31 Tai Yip Street,,1980 Year,9 Floor(s),Kwun Tong,Kowloon,2,2,2
Kwun Tong,WS032,1e4449ef-5bd4-45fb-a0fa-c4ea90e82628,Assun Pacific Centre,41 Tsun Yip Street,Yue Xiu Property Development Limited,1996 Year,22 Floor(s),Kwun Tong,Kowloon,2,0,5
Kwun Tong,WS032,0a7bb136-1cd5-4203-ac81-51880546abe2,Chung Mei Centre,15-17 Hing Yip Street,,1989 Year,301 Floor(s),Kwun Tong,Kowloon,1,2,18
Kwun Tong,WS032,97f281d6-7152-42d9-9399-80c0ec59d085,Tung Lee Industrial Building,9 Lai Yip Street,,1972 Year,13 Floor(s),Kwun Tong,Kowloon,1,1,3
Kwun Tong,WS032,63d3e9e9-5abd-45bb-9c55-18ee34c57aa3,Woo Sing Kee Industrial Building,138 Wai Yip Street,,1974 Year,11 Floor(s),Kwun Tong,Kowloon,1,1,1
Kwun Tong,WS032,d22d6d3c-628b-4e9b-8e1e-64dab50620ae,Darton Tower,142 Wai Yip Street,,1972 Year,7 Floor(s),Kwun Tong,Kowloon,0,2,0
Kwun Tong,WS032,409904ec-f725-4ded-9dad-03d516b755ab,Fully Industrial Building,6 Tsun Yip Lane,,1987 Year,14 Floor(s),Kwun Tong,Kowloon,2,1,6
Kwun Tong,WS032,d0ef08a7-7b82-476c-858c-b604fdf59d36,Rainbow Factory Building,149 Wai Yip Street,,1970 Year,12 Floor(s),Kwun Tong,Kowloon,0,2,2
Kwun Tong,WS032,8819f864-ade5-4f20-836d-9c4a04670ce4,Everwin Centre,72 Hung To Road,,1992 Year,15 Floor(s),Kwun Tong,Kowloon,1,1,0
Kwun Tong,WS032,ca4bed7a-39fa-4958-8f34-e0c2c71a1ce1,Liven House,61-63 King Yip Street,,1978 Year,12 Floor(s),Kwun Tong,Kowloon,2,1,2
Kwun Tong,WS032,db094c66-03e0-4cee-b399-f127d1316e55,Millennium City 2,378 Kwun Tong Road,Sun Hung Kai Properties Limited,1999 Year,31 Floor(s),Kwun Tong,Kowloon,0,2,3
